Date	AvgTemp	MaxTemp	MinTemp	Precipitation	RelHumidity	CloudCover	SunshineDuration	AirPressure	Wind	VaporContent
1893-12-06	-3.8	0.7	-5.4	0	98	38	3.5	1011.7	3	4.8
1893-12-07	-3.8	-1	-5.5	0.2	90	40	6.3	1000.1	6	4.1
1893-12-08	-1	1.1	-4.5	0	90	48	0.4	999.9	6	5.2
1893-12-09	-1.9	0.1	-4.9	0	74	42	6.2	992.1	11.4	3.9
1893-12-10	-0.2	4	-2.1	0	88	18	5.3	999.3	1.9	5.5
1893-12-11	-1.4	0.7	-4.5	0	95	64	3.3	998	5	5.2
1893-12-12	1.9	3.6	-1.6	1.5	90	72	0.2	999.4	5	6.5
1893-12-13	2.6	3.9	-1	0	90	54	3.3	996	7.5	6.5
1893-12-14	6.7	8.9	3.6	0.6	89	58	0	996.3	10.2	8.9
1893-12-15	3.1	6.1	-0.3	0	84	46	3.9	1016.9	6.7	6.4
1893-12-16	6.4	6.6	3.5	0	90	80	0	1018.1	11.4	8.5
1893-12-17	4.6	6.6	3.6	0	86	74	2	1018.3	2.5	7.5
1893-12-18	0.1	6.6	-0.5	0	96	80	0	1013.4	3	6
1893-12-19	0.8	2.5	-1.4	0	87	62	5.1	1001.3	6	5.6
1893-12-20	4.3	5.5	0	2.5	71	50	3.3	987.1	10.2	5.7
1893-12-21	3.6	7.1	0.8	0	72	40	2.3	989.6	9.4	6
1893-12-22	0.4	4.1	-2.6	0	88	2	6.5	1005.4	4.4	5.6
1893-12-23	2	2.8	-1	0.3	85	78	0	1008.6	6	6
1893-12-24	3.9	4.6	2.5	0	83	80	0	1013	7.5	6.7
1893-12-25	2.1	4.1	0.1	1.2	85	72	5	1007.5	6.7	6.1
1893-12-26	2.3	4	0.1	2.1	94	78	0	1006.3	8.5	6.8
1893-12-27	2.1	3.2	1.6	0.1	92	80	0	1015.1	4.4	6.7
1893-12-28	-1.5	2.1	-2.9	0	77	34	4.9	1025.5	1.9	4.3
1893-12-29	-2.9	-0.4	-4.6	0	78	50	0	1030.8	1.9	4
1893-12-30	-5.1	-1.4	-6.8	0	86	14	6.4	1027.3	1.9	3.6
1893-12-31	-0.4	1	-6.5	0.6	87	80	0	1009.3	11.4	5.1
