"date","city","resp"
"1989-04-16","New York",108
"1989-04-23","New York",114
"1989-04-30","New York",112
"1989-05-07","New York",102
"1989-05-14","New York",89
"1989-05-21","New York",104
"1989-05-28","New York",104
"1989-06-04","New York",98
"1989-06-11","New York",85
"1989-06-18","New York",95
"1989-06-25","New York",106
"1989-07-02","New York",102
"1989-07-09","New York",79
"1989-07-16","New York",117
"1989-07-23","New York",124
"1989-07-30","New York",93
"1989-08-06","New York",91
"1989-08-13","New York",102
"1989-08-20","New York",93
"1989-08-27","New York",79
"1989-09-03","New York",70
"1989-09-10","New York",114
"1989-09-17","New York",99
"1989-09-24","New York",85
"1989-10-01","New York",87
"1989-10-08","New York",68
"1989-10-15","New York",82
"1989-10-22","New York",98
"1989-10-29","New York",95
"1989-11-05","New York",107
"1989-11-12","New York",111
"1989-11-19","New York",112
"1989-11-26","New York",126
"1989-12-03","New York",125
"1989-12-10","New York",126
"1989-12-17","New York",112
"1989-12-24","New York",126
"1989-12-31","New York",157
"1990-01-07","New York",156
"1990-01-14","New York",164
"1990-01-21","New York",173
"1990-01-28","New York",194
"1990-02-04","New York",158
"1990-02-11","New York",170
"1990-02-18","New York",150
"1990-02-25","New York",138
"1990-03-04","New York",139
"1990-03-11","New York",126
"1990-03-18","New York",123
"1990-03-25","New York",117
"1990-04-01","New York",121
"1990-04-08","New York",109
"1990-04-15","New York",116
"1990-04-22","New York",115
"1990-04-29","New York",106
"1990-05-06","New York",109
"1990-05-13","New York",96
"1990-05-20","New York",116
"1990-05-27","New York",99
"1990-06-03","New York",105
"1990-06-10","New York",106
"1990-06-17","New York",81
"1990-06-24","New York",96
"1990-07-01","New York",106
"1990-07-08","New York",91
"1990-07-15","New York",90
"1990-07-22","New York",93
"1990-07-29","New York",100
"1990-08-05","New York",79
"1990-08-12","New York",101
"1990-08-19","New York",89
"1990-08-26","New York",85
"1990-09-02","New York",77
"1990-09-09","New York",95
"1990-09-16","New York",87
"1990-09-23","New York",91
"1990-09-30","New York",119
"1990-10-07","New York",96
"1990-10-14","New York",101
"1990-10-21","New York",99
"1990-10-28","New York",107
"1990-11-04","New York",73
"1990-11-11","New York",103
"1990-11-18","New York",95
"1990-11-25","New York",108
"1990-12-02","New York",105
"1990-12-09","New York",127
"1990-12-16","New York",122
"1990-12-23","New York",124
"1990-12-30","New York",145
"1991-01-06","New York",132
"1991-01-13","New York",141
"1991-01-20","New York",160
"1991-01-27","New York",121
"1991-02-03","New York",125
"1991-02-10","New York",124
"1991-02-17","New York",91
"1991-02-24","New York",104
"1991-03-03","New York",104
"1991-03-10","New York",116
"1991-03-17","New York",104
"1991-03-24","New York",97
"1991-03-31","New York",94
"1991-04-07","New York",97
"1991-04-14","New York",107
"1991-04-21","New York",96
"1991-04-28","New York",96
"1991-05-05","New York",105
"1991-05-12","New York",96
"1991-05-19","New York",92
"1991-05-26","New York",84
"1991-06-02","New York",104
"1991-06-09","New York",99
"1991-06-16","New York",87
"1991-06-23","New York",99
"1991-06-30","New York",87
"1991-07-07","New York",85
"1991-07-14","New York",85
"1991-07-21","New York",92
"1991-07-28","New York",86
"1991-08-04","New York",96
"1991-08-11","New York",85
"1991-08-18","New York",85
"1991-08-25","New York",111
"1991-09-01","New York",101
"1991-09-08","New York",93
"1991-09-15","New York",86
"1991-09-22","New York",92
"1991-09-29","New York",82
"1991-10-06","New York",83
"1991-10-13","New York",80
"1991-10-20","New York",85
"1991-10-27","New York",87
"1991-11-03","New York",92
"1991-11-10","New York",113
"1991-11-17","New York",106
"1991-11-24","New York",76
"1991-12-01","New York",113
"1991-12-08","New York",94
"1991-12-15","New York",93
"1991-12-22","New York",111
"1991-12-29","New York",138
"1992-01-05","New York",136
"1992-01-12","New York",122
"1992-01-19","New York",138
"1992-01-26","New York",141
"1992-02-02","New York",124
"1992-02-09","New York",115
"1992-02-16","New York",124
"1992-02-23","New York",100
"1992-03-01","New York",95
"1992-03-08","New York",95
"1992-03-15","New York",98
"1992-03-22","New York",101
"1992-03-29","New York",102
"1992-04-05","New York",98
"1992-04-12","New York",89
"1992-04-19","New York",71
"1992-04-26","New York",87
"1992-05-03","New York",91
"1992-05-10","New York",76
"1992-05-17","New York",76
"1992-05-24","New York",88
"1992-05-31","New York",77
"1992-06-07","New York",82
"1992-06-14","New York",94
"1992-06-21","New York",82
"1992-06-28","New York",68
"1992-07-05","New York",63
"1992-07-12","New York",73
"1992-07-19","New York",92
"1992-07-26","New York",62
"1992-08-02","New York",86
"1992-08-09","New York",81
"1992-08-16","New York",67
"1992-08-23","New York",68
"1992-08-30","New York",73
"1992-09-06","New York",68
"1992-09-13","New York",91
"1992-09-20","New York",74
"1992-09-27","New York",66
"1992-10-04","New York",74
"1992-10-11","New York",80
"1992-10-18","New York",73
"1992-10-25","New York",98
"1992-11-01","New York",90
"1992-11-08","New York",85
"1992-11-15","New York",84
"1992-11-22","New York",93
"1992-11-29","New York",83
"1992-12-06","New York",78
"1992-12-13","New York",81
"1992-12-20","New York",97
"1992-12-27","New York",70
"1993-01-03","New York",115
"1993-01-10","New York",111
"1993-01-17","New York",97
"1993-01-24","New York",102
"1993-01-31","New York",112
"1993-02-07","New York",133
"1993-02-14","New York",164
"1993-02-21","New York",180
"1993-02-28","New York",176
"1993-03-07","New York",164
"1993-03-14","New York",150
"1993-03-21","New York",153
"1993-03-28","New York",108
"1993-04-04","New York",89
"1993-04-11","New York",86
"1993-04-18","New York",90
"1993-04-25","New York",82
"1993-05-02","New York",88
"1993-05-09","New York",96
"1993-05-16","New York",75
"1993-05-23","New York",75
"1993-05-30","New York",84
"1993-06-06","New York",68
"1993-06-13","New York",80
"1993-06-20","New York",78
"1993-06-27","New York",88
"1993-07-04","New York",70
"1993-07-11","New York",93
"1993-07-18","New York",86
"1993-07-25","New York",84
"1993-08-01","New York",74
"1993-08-08","New York",66
"1993-08-15","New York",78
"1993-08-22","New York",70
"1993-08-29","New York",73
"1993-09-05","New York",60
"1993-09-12","New York",76
"1993-09-19","New York",84
"1993-09-26","New York",68
"1993-10-03","New York",83
"1993-10-10","New York",102
"1993-10-17","New York",96
"1993-10-24","New York",89
"1993-10-31","New York",98
"1993-11-07","New York",83
"1993-11-14","New York",86
"1993-11-21","New York",74
"1993-11-28","New York",86
"1993-12-05","New York",82
"1993-12-12","New York",103
"1993-12-19","New York",98
"1993-12-26","New York",101
"1994-01-02","New York",115
"1994-01-09","New York",109
"1994-01-16","New York",109
"1994-01-23","New York",110
"1994-01-30","New York",119
"1994-02-06","New York",113
"1994-02-13","New York",98
"1994-02-20","New York",110
"1994-02-27","New York",83
"1994-03-06","New York",94
"1994-03-13","New York",87
"1994-03-20","New York",96
"1994-03-27","New York",97
"1994-04-03","New York",88
"1994-04-10","New York",72
"1994-04-17","New York",83
"1994-04-24","New York",93
"1994-05-01","New York",95
"1994-05-08","New York",81
"1994-05-15","New York",103
"1994-05-22","New York",87
"1994-05-29","New York",81
"1994-06-05","New York",70
"1994-06-12","New York",89
"1994-06-19","New York",70
"1994-06-26","New York",78
"1994-07-03","New York",68
"1994-07-10","New York",76
"1994-07-17","New York",62
"1994-07-24","New York",69
"1994-07-31","New York",77
"1994-08-07","New York",66
"1994-08-14","New York",67
"1994-08-21","New York",69
"1994-08-28","New York",81
"1994-09-04","New York",91
"1994-09-11","New York",89
"1994-09-18","New York",101
"1994-09-25","New York",73
"1994-10-02","New York",68
"1994-10-09","New York",83
"1994-10-16","New York",82
"1994-10-23","New York",94
"1994-10-30","New York",98
"1994-11-06","New York",81
"1994-11-13","New York",84
"1994-11-20","New York",98
"1994-11-27","New York",62
"1994-12-04","New York",104
"1994-12-11","New York",102
"1994-12-18","New York",94
"1994-12-25","New York",121
"1995-01-01","New York",154
"1995-01-08","New York",155
"1995-01-15","New York",164
"1995-01-22","New York",128
"1995-01-29","New York",115
"1995-02-05","New York",126
"1995-02-12","New York",97
"1995-02-19","New York",113
"1995-02-26","New York",121
"1995-03-05","New York",99
"1995-03-12","New York",93
"1995-03-19","New York",97
"1995-03-26","New York",90
"1995-04-02","New York",91
"1995-04-09","New York",97
"1995-04-16","New York",94
"1995-04-23","New York",77
"1995-04-30","New York",70
"1995-05-07","New York",68
"1995-05-14","New York",66
"1995-05-21","New York",80
"1995-05-28","New York",70
"1995-06-04","New York",71
"1995-06-11","New York",84
"1995-06-18","New York",77
"1995-06-25","New York",80
"1995-07-02","New York",72
"1995-07-09","New York",64
"1995-07-16","New York",83
"1995-07-23","New York",77
"1995-07-30","New York",74
"1995-08-06","New York",71
"1995-08-13","New York",74
"1995-08-20","New York",88
"1995-08-27","New York",68
"1995-09-03","New York",64
"1995-09-10","New York",82
"1995-09-17","New York",73
"1995-09-24","New York",86
"1995-10-01","New York",87
"1995-10-08","New York",80
"1995-10-15","New York",90
"1995-10-22","New York",93
"1995-10-29","New York",91
"1995-11-05","New York",74
"1995-11-12","New York",102
"1995-11-19","New York",90
"1995-11-26","New York",93
"1995-12-03","New York",98
"1995-12-10","New York",95
"1995-12-17","New York",104
"1995-12-24","New York",113
"1995-12-31","New York",126
"1996-01-07","New York",142
"1996-01-14","New York",124
"1996-01-21","New York",111
"1996-01-28","New York",128
"1996-02-04","New York",99
"1996-02-11","New York",107
"1996-02-18","New York",89
"1996-02-25","New York",94
"1996-03-03","New York",90
"1996-03-10","New York",91
"1996-03-17","New York",99
"1996-03-24","New York",93
"1996-03-31","New York",95
"1996-04-07","New York",88
"1996-04-14","New York",102
"1996-04-21","New York",93
"1996-04-28","New York",86
"1996-05-05","New York",77
"1996-05-12","New York",93
"1996-05-19","New York",78
"1996-05-26","New York",74
"1996-06-02","New York",80
"1996-06-09","New York",83
"1996-06-16","New York",73
"1996-06-23","New York",71
"1996-06-30","New York",65
"1996-07-07","New York",69
"1996-07-14","New York",60
"1996-07-21","New York",81
"1996-07-28","New York",71
"1996-08-04","New York",65
"1996-08-11","New York",64
"1996-08-18","New York",52
"1996-08-25","New York",80
"1996-09-01","New York",79
"1996-09-08","New York",82
"1996-09-15","New York",84
"1996-09-22","New York",71
"1996-09-29","New York",79
"1996-10-06","New York",79
"1996-10-13","New York",79
"1996-10-20","New York",82
"1996-10-27","New York",96
"1996-11-03","New York",70
"1996-11-10","New York",85
"1996-11-17","New York",78
"1996-11-24","New York",105
"1996-12-01","New York",130
"1996-12-08","New York",149
"1996-12-15","New York",168
"1996-12-22","New York",146
"1996-12-29","New York",148
"1997-01-05","New York",171
"1997-01-12","New York",117
"1997-01-19","New York",118
"1997-01-26","New York",136
"1997-02-02","New York",101
"1997-02-09","New York",100
"1997-02-16","New York",111
"1997-02-23","New York",91
"1997-03-02","New York",110
"1997-03-09","New York",109
"1997-03-16","New York",104
"1997-03-23","New York",112
"1997-03-30","New York",77
"1997-04-06","New York",87
"1997-04-13","New York",79
"1997-04-20","New York",71
"1997-04-27","New York",88
"1997-05-04","New York",87
"1997-05-11","New York",81
"1997-05-18","New York",94
"1997-05-25","New York",79
"1997-06-01","New York",79
"1997-06-08","New York",62
"1997-06-15","New York",84
"1997-06-22","New York",86
"1997-06-29","New York",80
"1997-07-06","New York",76
"1997-07-13","New York",79
"1997-07-20","New York",78
"1997-07-27","New York",68
"1997-08-03","New York",75
"1997-08-10","New York",63
"1997-08-17","New York",71
"1997-08-24","New York",80
"1997-08-31","New York",61
"1997-09-07","New York",98
"1997-09-14","New York",89
"1997-09-21","New York",68
"1997-09-28","New York",71
"1997-10-05","New York",63
"1997-10-12","New York",79
"1997-10-19","New York",77
"1997-10-26","New York",104
"1997-11-02","New York",90
"1997-11-09","New York",78
"1997-11-16","New York",82
"1997-11-23","New York",80
"1997-11-30","New York",88
"1997-12-07","New York",91
"1997-12-14","New York",106
"1997-12-21","New York",119
"1997-12-28","New York",109
"1998-01-04","New York",130
"1998-01-11","New York",177
"1998-01-18","New York",115
"1998-01-25","New York",110
"1998-02-01","New York",132
"1998-02-08","New York",103
"1998-02-15","New York",120
"1998-02-22","New York",95
"1998-03-01","New York",123
"1998-03-08","New York",105
"1998-03-15","New York",98
"1998-03-22","New York",98
"1998-03-29","New York",83
"1998-04-05","New York",85
"1998-04-12","New York",87
"1998-04-19","New York",80
"1998-04-26","New York",86
"1998-05-03","New York",94
"1998-05-10","New York",61
"1998-05-17","New York",83
"1998-05-24","New York",71
"1998-05-31","New York",75
"1998-06-07","New York",91
"1998-06-14","New York",70
"1998-06-21","New York",71
"1998-06-28","New York",75
"1998-07-05","New York",63
"1998-07-12","New York",79
"1998-07-19","New York",89
"1998-07-26","New York",76
"1998-08-02","New York",89
"1998-08-09","New York",67
"1998-08-16","New York",70
"1998-08-23","New York",89
"1998-08-30","New York",94
"1998-09-06","New York",68
"1998-09-13","New York",87
"1998-09-20","New York",80
"1998-09-27","New York",83
"1998-10-04","New York",79
"1998-10-11","New York",87
"1998-10-18","New York",96
"1998-10-25","New York",93
"1998-11-01","New York",84
"1998-11-08","New York",91
"1998-11-15","New York",97
"1998-11-22","New York",97
"1998-11-29","New York",84
"1998-12-06","New York",102
"1998-12-13","New York",80
"1998-12-20","New York",126
"1998-12-27","New York",102
"1999-01-03","New York",132
"1999-01-10","New York",155
"1999-01-17","New York",180
"1999-01-24","New York",180
"1999-01-31","New York",177
"1999-02-07","New York",166
"1999-02-14","New York",147
"1999-02-21","New York",128
"1999-02-28","New York",116
"1999-03-07","New York",104
"1999-03-14","New York",102
"1999-03-21","New York",113
"1999-03-28","New York",87
"1999-04-04","New York",94
"1999-04-11","New York",98
"1999-04-18","New York",87
"1999-04-25","New York",73
"1999-05-02","New York",79
"1999-05-09","New York",87
"1999-05-16","New York",68
"1999-05-23","New York",82
"1999-05-30","New York",76
"1999-06-06","New York",88
"1999-06-13","New York",76
"1999-06-20","New York",62
"1999-06-27","New York",67
"1999-07-04","New York",79
"1999-07-11","New York",63
"1999-07-18","New York",71
"1999-07-25","New York",85
"1999-08-01","New York",62
"1999-08-08","New York",64
"1999-08-15","New York",67
"1999-08-22","New York",61
"1999-08-29","New York",82
"1999-09-05","New York",65
"1999-09-12","New York",64
"1999-09-19","New York",64
"1999-09-26","New York",86
"1999-10-03","New York",63
"1999-10-10","New York",89
"1999-10-17","New York",86
"1999-10-24","New York",72
"1999-10-31","New York",81
"1999-11-07","New York",68
"1999-11-14","New York",89
"1999-11-21","New York",91
"1999-11-28","New York",84
"1999-12-05","New York",91
"1999-12-12","New York",97
"1999-12-19","New York",113
"1999-12-26","New York",108
"2000-01-02","New York",143
"2000-01-09","New York",175
"2000-01-16","New York",149
"2000-01-23","New York",135
"2000-01-30","New York",115
"2000-02-06","New York",127
"2000-02-13","New York",116
"2000-02-20","New York",101
"2000-02-27","New York",86
"2000-03-05","New York",102
"2000-03-12","New York",92
"2000-03-19","New York",74
"2000-03-26","New York",73
"2000-04-02","New York",77
"2000-04-09","New York",91
"2000-04-16","New York",66
"2000-04-23","New York",68
"2000-04-30","New York",78
"2000-05-07","New York",85
"2000-05-14","New York",70
"2000-05-21","New York",74
"2000-05-28","New York",73
"2000-06-04","New York",71
"2000-06-11","New York",83
"2000-06-18","New York",74
"2000-06-25","New York",72
"2000-07-02","New York",73
"2000-07-09","New York",89
"2000-07-16","New York",72
"2000-07-23","New York",62
"2000-07-30","New York",91
"2000-08-06","New York",84
"2000-08-13","New York",71
"2000-08-20","New York",61
"2000-08-27","New York",76
"2000-09-03","New York",80
"2000-09-10","New York",70
"2000-09-17","New York",73
"2000-09-24","New York",74
"2000-10-01","New York",66
"2000-10-08","New York",76
"2000-10-15","New York",90
"2000-10-22","New York",98
"2000-10-29","New York",89
"2000-11-05","New York",81
"2000-11-12","New York",85
"2000-11-19","New York",88
"2000-11-26","New York",92
"2000-12-03","New York",100
"2000-12-10","New York",76
"2000-12-17","New York",103
"2000-12-24","New York",86
"2000-12-31","New York",110
"1987-01-04","Chicago",45
"1987-01-11","Chicago",72
"1987-01-18","Chicago",71
"1987-01-25","Chicago",64
"1987-02-01","Chicago",58
"1987-02-08","Chicago",64
"1987-02-15","Chicago",69
"1987-02-22","Chicago",55
"1987-03-01","Chicago",70
"1987-03-08","Chicago",52
"1987-03-15","Chicago",52
"1987-03-22","Chicago",64
"1987-03-29","Chicago",39
"1987-04-05","Chicago",53
"1987-04-12","Chicago",73
"1987-04-19","Chicago",62
"1987-04-26","Chicago",53
"1987-05-03","Chicago",48
"1987-05-10","Chicago",57
"1987-05-17","Chicago",66
"1987-05-24","Chicago",53
"1987-05-31","Chicago",64
"1987-06-07","Chicago",59
"1987-06-14","Chicago",51
"1987-06-21","Chicago",61
"1987-06-28","Chicago",45
"1987-07-05","Chicago",46
"1987-07-12","Chicago",54
"1987-07-19","Chicago",45
"1987-07-26","Chicago",54
"1987-08-02","Chicago",58
"1987-08-09","Chicago",54
"1987-08-16","Chicago",53
"1987-08-23","Chicago",50
"1987-08-30","Chicago",66
"1987-09-06","Chicago",60
"1987-09-13","Chicago",64
"1987-09-20","Chicago",63
"1987-09-27","Chicago",65
"1987-10-04","Chicago",56
"1987-10-11","Chicago",67
"1987-10-18","Chicago",66
"1987-10-25","Chicago",51
"1987-11-01","Chicago",69
"1987-11-08","Chicago",58
"1987-11-15","Chicago",49
"1987-11-22","Chicago",58
"1987-11-29","Chicago",53
"1987-12-06","Chicago",47
"1987-12-13","Chicago",58
"1987-12-20","Chicago",75
"1987-12-27","Chicago",69
"1988-01-03","Chicago",86
"1988-01-10","Chicago",66
"1988-01-17","Chicago",80
"1988-01-24","Chicago",66
"1988-01-31","Chicago",59
"1988-02-07","Chicago",61
"1988-02-14","Chicago",66
"1988-02-21","Chicago",67
"1988-02-28","Chicago",71
"1988-03-06","Chicago",62
"1988-03-13","Chicago",81
"1988-03-20","Chicago",74
"1988-03-27","Chicago",66
"1988-04-03","Chicago",66
"1988-04-10","Chicago",78
"1988-04-17","Chicago",58
"1988-04-24","Chicago",90
"1988-05-01","Chicago",77
"1988-05-08","Chicago",65
"1988-05-15","Chicago",68
"1988-05-22","Chicago",52
"1988-05-29","Chicago",53
"1988-06-05","Chicago",63
"1988-06-12","Chicago",67
"1988-06-19","Chicago",59
"1988-06-26","Chicago",61
"1988-07-03","Chicago",49
"1988-07-10","Chicago",48
"1988-07-17","Chicago",50
"1988-07-24","Chicago",60
"1988-07-31","Chicago",53
"1988-08-07","Chicago",52
"1988-08-14","Chicago",55
"1988-08-21","Chicago",54
"1988-08-28","Chicago",52
"1988-09-04","Chicago",60
"1988-09-11","Chicago",73
"1988-09-18","Chicago",46
"1988-09-25","Chicago",50
"1988-10-02","Chicago",53
"1988-10-09","Chicago",57
"1988-10-16","Chicago",71
"1988-10-23","Chicago",53
"1988-10-30","Chicago",57
"1988-11-06","Chicago",68
"1988-11-13","Chicago",61
"1988-11-20","Chicago",61
"1988-11-27","Chicago",63
"1988-12-04","Chicago",50
"1988-12-11","Chicago",56
"1988-12-18","Chicago",58
"1988-12-25","Chicago",73
"1989-01-01","Chicago",70
"1989-01-08","Chicago",62
"1989-01-15","Chicago",75
"1989-01-22","Chicago",68
"1989-01-29","Chicago",76
"1989-02-05","Chicago",69
"1989-02-12","Chicago",87
"1989-02-19","Chicago",76
"1989-02-26","Chicago",94
"1989-03-05","Chicago",87
"1989-03-12","Chicago",91
"1989-03-19","Chicago",67
"1989-03-26","Chicago",73
"1989-04-02","Chicago",82
"1989-04-09","Chicago",78
"1989-04-16","Chicago",69
"1989-04-23","Chicago",59
"1989-04-30","Chicago",62
"1989-05-07","Chicago",78
"1989-05-14","Chicago",80
"1989-05-21","Chicago",81
"1989-05-28","Chicago",55
"1989-06-04","Chicago",61
"1989-06-11","Chicago",64
"1989-06-18","Chicago",63
"1989-06-25","Chicago",55
"1989-07-02","Chicago",62
"1989-07-09","Chicago",49
"1989-07-16","Chicago",51
"1989-07-23","Chicago",45
"1989-07-30","Chicago",51
"1989-08-06","Chicago",53
"1989-08-13","Chicago",59
"1989-08-20","Chicago",55
"1989-08-27","Chicago",52
"1989-09-03","Chicago",56
"1989-09-10","Chicago",70
"1989-09-17","Chicago",47
"1989-09-24","Chicago",76
"1989-10-01","Chicago",68
"1989-10-08","Chicago",62
"1989-10-15","Chicago",62
"1989-10-22","Chicago",62
"1989-10-29","Chicago",57
"1989-11-05","Chicago",44
"1989-11-12","Chicago",72
"1989-11-19","Chicago",69
"1989-11-26","Chicago",56
"1989-12-03","Chicago",56
"1989-12-10","Chicago",68
"1989-12-17","Chicago",78
"1989-12-24","Chicago",106
"1989-12-31","Chicago",117
"1990-01-07","Chicago",149
"1990-01-14","Chicago",133
"1990-01-21","Chicago",97
"1990-01-28","Chicago",83
"1990-02-04","Chicago",81
"1990-02-11","Chicago",72
"1990-02-18","Chicago",84
"1990-02-25","Chicago",60
"1990-03-04","Chicago",68
"1990-03-11","Chicago",62
"1990-03-18","Chicago",72
"1990-03-25","Chicago",71
"1990-04-01","Chicago",63
"1990-04-08","Chicago",52
"1990-04-15","Chicago",58
"1990-04-22","Chicago",52
"1990-04-29","Chicago",67
"1990-05-06","Chicago",61
"1990-05-13","Chicago",60
"1990-05-20","Chicago",60
"1990-05-27","Chicago",57
"1990-06-03","Chicago",78
"1990-06-10","Chicago",66
"1990-06-17","Chicago",66
"1990-06-24","Chicago",50
"1990-07-01","Chicago",64
"1990-07-08","Chicago",41
"1990-07-15","Chicago",65
"1990-07-22","Chicago",35
"1990-07-29","Chicago",55
"1990-08-05","Chicago",49
"1990-08-12","Chicago",64
"1990-08-19","Chicago",39
"1990-08-26","Chicago",56
"1990-09-02","Chicago",74
"1990-09-09","Chicago",52
"1990-09-16","Chicago",44
"1990-09-23","Chicago",38
"1990-09-30","Chicago",50
"1990-10-07","Chicago",57
"1990-10-14","Chicago",60
"1990-10-21","Chicago",58
"1990-10-28","Chicago",65
"1990-11-04","Chicago",68
"1990-11-11","Chicago",68
"1990-11-18","Chicago",61
"1990-11-25","Chicago",65
"1990-12-02","Chicago",56
"1990-12-09","Chicago",58
"1990-12-16","Chicago",57
"1990-12-23","Chicago",58
"1990-12-30","Chicago",80
"1991-01-06","Chicago",69
"1991-01-13","Chicago",60
"1991-01-20","Chicago",67
"1991-01-27","Chicago",89
"1991-02-03","Chicago",69
"1991-02-10","Chicago",92
"1991-02-17","Chicago",83
"1991-02-24","Chicago",74
"1991-03-03","Chicago",89
"1991-03-10","Chicago",90
"1991-03-17","Chicago",67
"1991-03-24","Chicago",72
"1991-03-31","Chicago",74
"1991-04-07","Chicago",60
"1991-04-14","Chicago",56
"1991-04-21","Chicago",51
"1991-04-28","Chicago",72
"1991-05-05","Chicago",65
"1991-05-12","Chicago",71
"1991-05-19","Chicago",51
"1991-05-26","Chicago",51
"1991-06-02","Chicago",66
"1991-06-09","Chicago",62
"1991-06-16","Chicago",57
"1991-06-23","Chicago",46
"1991-06-30","Chicago",63
"1991-07-07","Chicago",75
"1991-07-14","Chicago",35
"1991-07-21","Chicago",51
"1991-07-28","Chicago",55
"1991-08-04","Chicago",50
"1991-08-11","Chicago",53
"1991-08-18","Chicago",54
"1991-08-25","Chicago",54
"1991-09-01","Chicago",54
"1991-09-08","Chicago",50
"1991-09-15","Chicago",60
"1991-09-22","Chicago",50
"1991-09-29","Chicago",55
"1991-10-06","Chicago",51
"1991-10-13","Chicago",57
"1991-10-20","Chicago",65
"1991-10-27","Chicago",69
"1991-11-03","Chicago",58
"1991-11-10","Chicago",81
"1991-11-17","Chicago",49
"1991-11-24","Chicago",69
"1991-12-01","Chicago",63
"1991-12-08","Chicago",89
"1991-12-15","Chicago",87
"1991-12-22","Chicago",102
"1991-12-29","Chicago",93
"1992-01-05","Chicago",102
"1992-01-12","Chicago",97
"1992-01-19","Chicago",82
"1992-01-26","Chicago",73
"1992-02-02","Chicago",63
"1992-02-09","Chicago",78
"1992-02-16","Chicago",71
"1992-02-23","Chicago",72
"1992-03-01","Chicago",68
"1992-03-08","Chicago",60
"1992-03-15","Chicago",59
"1992-03-22","Chicago",71
"1992-03-29","Chicago",63
"1992-04-05","Chicago",63
"1992-04-12","Chicago",48
"1992-04-19","Chicago",65
"1992-04-26","Chicago",62
"1992-05-03","Chicago",75
"1992-05-10","Chicago",54
"1992-05-17","Chicago",48
"1992-05-24","Chicago",59
"1992-05-31","Chicago",64
"1992-06-07","Chicago",56
"1992-06-14","Chicago",45
"1992-06-21","Chicago",77
"1992-06-28","Chicago",58
"1992-07-05","Chicago",61
"1992-07-12","Chicago",51
"1992-07-19","Chicago",53
"1992-07-26","Chicago",48
"1992-08-02","Chicago",56
"1992-08-09","Chicago",54
"1992-08-16","Chicago",43
"1992-08-23","Chicago",49
"1992-08-30","Chicago",45
"1992-09-06","Chicago",55
"1992-09-13","Chicago",46
"1992-09-20","Chicago",47
"1992-09-27","Chicago",48
"1992-10-04","Chicago",55
"1992-10-11","Chicago",70
"1992-10-18","Chicago",54
"1992-10-25","Chicago",59
"1992-11-01","Chicago",64
"1992-11-08","Chicago",51
"1992-11-15","Chicago",62
"1992-11-22","Chicago",50
"1992-11-29","Chicago",64
"1992-12-06","Chicago",65
"1992-12-13","Chicago",63
"1992-12-20","Chicago",71
"1992-12-27","Chicago",48
"1993-01-03","Chicago",73
"1993-01-10","Chicago",63
"1993-01-17","Chicago",65
"1993-01-24","Chicago",78
"1993-01-31","Chicago",59
"1993-02-07","Chicago",66
"1993-02-14","Chicago",70
"1993-02-21","Chicago",78
"1993-02-28","Chicago",62
"1993-03-07","Chicago",87
"1993-03-14","Chicago",88
"1993-03-21","Chicago",90
"1993-03-28","Chicago",108
"1993-04-04","Chicago",95
"1993-04-11","Chicago",100
"1993-04-18","Chicago",100
"1993-04-25","Chicago",89
"1993-05-02","Chicago",76
"1993-05-09","Chicago",67
"1993-05-16","Chicago",62
"1993-05-23","Chicago",60
"1993-05-30","Chicago",48
"1993-06-06","Chicago",59
"1993-06-13","Chicago",59
"1993-06-20","Chicago",66
"1993-06-27","Chicago",49
"1993-07-04","Chicago",48
"1993-07-11","Chicago",55
"1993-07-18","Chicago",65
"1993-07-25","Chicago",58
"1993-08-01","Chicago",57
"1993-08-08","Chicago",59
"1993-08-15","Chicago",40
"1993-08-22","Chicago",49
"1993-08-29","Chicago",71
"1993-09-05","Chicago",56
"1993-09-12","Chicago",67
"1993-09-19","Chicago",57
"1993-09-26","Chicago",57
"1993-10-03","Chicago",72
"1993-10-10","Chicago",76
"1993-10-17","Chicago",74
"1993-10-24","Chicago",61
"1993-10-31","Chicago",65
"1993-11-07","Chicago",54
"1993-11-14","Chicago",62
"1993-11-21","Chicago",69
"1993-11-28","Chicago",67
"1993-12-05","Chicago",82
"1993-12-12","Chicago",69
"1993-12-19","Chicago",70
"1993-12-26","Chicago",60
"1994-01-02","Chicago",71
"1994-01-09","Chicago",100
"1994-01-16","Chicago",77
"1994-01-23","Chicago",96
"1994-01-30","Chicago",81
"1994-02-06","Chicago",75
"1994-02-13","Chicago",75
"1994-02-20","Chicago",83
"1994-02-27","Chicago",70
"1994-03-06","Chicago",73
"1994-03-13","Chicago",70
"1994-03-20","Chicago",65
"1994-03-27","Chicago",63
"1994-04-03","Chicago",63
"1994-04-10","Chicago",65
"1994-04-17","Chicago",74
"1994-04-24","Chicago",72
"1994-05-01","Chicago",65
"1994-05-08","Chicago",59
"1994-05-15","Chicago",58
"1994-05-22","Chicago",58
"1994-05-29","Chicago",58
"1994-06-05","Chicago",57
"1994-06-12","Chicago",69
"1994-06-19","Chicago",62
"1994-06-26","Chicago",59
"1994-07-03","Chicago",47
"1994-07-10","Chicago",61
"1994-07-17","Chicago",47
"1994-07-24","Chicago",44
"1994-07-31","Chicago",41
"1994-08-07","Chicago",57
"1994-08-14","Chicago",61
"1994-08-21","Chicago",52
"1994-08-28","Chicago",54
"1994-09-04","Chicago",53
"1994-09-11","Chicago",62
