TestIteration,DatasetLength,NumberOfEvents,NumberOfEventsSearched,NumberOfRelationsSearched,NumberOfSteps,ResultingEvents,ResultingPatterns,Time,Memory
1,512,1,3,3,3,512,13662,64991,2050389720
1,512,1,3,3,4,512,40824,204506,2964893416
1,512,2,1,1,1,279,148,466,111648376
1,512,2,1,1,2,279,75,732,167488312
1,512,2,1,1,3,279,34,873,195437144
1,512,2,1,1,4,279,18,940,223385976
1,512,2,1,2,1,279,292,918,167835552
1,512,2,1,2,2,279,304,1969,335771944
1,512,2,1,2,3,279,328,3101,532083104
1,512,2,1,2,4,279,370,4318,728394256
1,512,2,1,3,1,279,443,1370,224612648
1,512,2,1,3,2,279,713,3766,589957280
1,512,2,1,3,3,279,1162,7734,1181367840
1,512,2,1,3,4,279,1944,14134,2138889512
1,512,2,2,1,1,512,511,1551,253947376
1,512,2,2,1,2,512,510,3216,536396232
1,512,2,2,1,3,512,509,4978,847089976
1,512,2,2,1,4,512,508,6835,1214886896
1,512,2,2,2,1,512,1021,3094,480889368
1,512,2,2,2,2,512,2036,9686,1444201432
1,512,2,2,2,3,512,4060,23330,2015609648
1,512,2,2,2,4,512,8096,51417,3271403072
1,512,2,2,3,1,512,1530,4574,705461680
1,512,2,2,3,2,512,4572,19298,1359288376
1,512,2,2,3,3,512,13662,64045,2025913992
1,512,2,2,3,4,512,40824,198451,2941070400
1,512,2,3,1,1,512,511,1492,251678416
1,512,2,3,1,2,512,510,3110,531556880
1,512,2,3,1,3,512,509,4830,839423224
1,512,2,3,1,4,512,508,6632,1203861616
1,512,2,3,2,1,512,1021,2977,476503832
1,512,2,3,2,2,512,2036,9385,1431566608
1,512,2,3,2,3,512,4060,22667,2027673504
1,512,2,3,2,4,512,8096,49758,3278141432
1,512,2,3,3,1,512,1530,4463,703321016
1,512,2,3,3,2,512,4572,18769,1355411760
1,512,2,3,3,3,512,13662,63250,2048851560
1,512,2,3,3,4,512,40824,198009,2941825272
1,512,3,1,1,1,117,26,79,56180416
1,512,3,1,1,2,117,6,99,84285104
1,512,3,1,1,3,117,2,106,112389792
1,512,3,1,1,4,117,0,109,140522128
1,512,3,1,2,1,117,57,155,56222544
1,512,3,1,2,2,117,31,239,84395704
1,512,3,1,2,3,117,16,291,112568864
1,512,3,1,2,4,117,5,318,140790736
1,512,3,1,3,1,117,91,233,84533888
1,512,3,1,3,2,117,69,435,141080248
1,512,3,1,3,3,117,46,598,169353472
1,512,3,1,3,4,117,27,702,197678048
1,512,3,2,1,1,382,282,833,170197272
1,512,3,2,1,2,382,208,1504,283695464
1,512,3,2,1,3,382,151,2037,397393752
1,512,3,2,1,4,382,112,2452,482667520
1,512,3,2,2,1,382,568,1662,284560544
1,512,3,2,2,2,382,841,4330,711620336
1,512,3,2,2,3,382,1246,8538,1367323504
1,512,3,2,2,4,382,1847,14998,2393641496
1,512,3,2,3,1,382,852,2479,398027264
1,512,3,2,3,2,382,1903,8471,1279625888
1,512,3,2,3,3,382,4260,22680,1938112768
1,512,3,2,3,4,382,9584,56111,2491073600
1,512,3,3,1,1,512,511,1538,254643840
1,512,3,3,1,2,512,510,3184,537725824
1,512,3,3,1,3,512,509,4976,849116032
1,512,3,3,1,4,512,508,6861,1217549392
1,512,3,3,2,1,512,1021,3070,481750304
1,512,3,3,2,2,512,2036,9676,1446772176
1,512,3,3,2,3,512,4060,23098,2019065728
1,512,3,3,2,4,512,8096,51568,3248655208
1,512,3,3,3,1,512,1530,4671,706395704
1,512,3,3,3,2,512,4572,19569,1360996416
1,512,3,3,3,3,512,13662,65120,2027653296
1,512,3,3,3,4,512,40824,204300,2913373352
1,512,4,1,1,1,100,23,59,55821344
1,512,4,1,1,2,100,5,74,83751688
1,512,4,1,1,3,100,1,78,111682032
1,512,4,1,1,4,100,0,79,139645160
1,512,4,1,2,1,100,43,115,55873800
1,512,4,1,2,2,100,14,171,83884144
1,512,4,1,2,3,100,5,195,111894488
1,512,4,1,2,4,100,1,206,139959904
1,512,4,1,3,1,100,63,173,55976088
1,512,4,1,3,2,100,41,297,84097896
1,512,4,1,3,3,100,25,391,112219704
1,512,4,1,3,4,100,10,453,140396592
1,512,4,2,1,1,267,148,414,112868696
1,512,4,2,1,2,267,81,666,169329952
1,512,4,2,1,3,267,46,817,197613064
1,512,4,2,1,4,267,26,908,225896176
1,512,4,2,2,1,267,286,823,169815128
1,512,4,2,2,2,267,308,1779,339780992
1,512,4,2,2,3,267,334,2888,538386472
1,512,4,2,2,4,267,355,4125,736992008
1,512,4,2,3,1,267,422,1230,227085456
1,512,4,2,3,2,267,669,3335,539655792
1,512,4,2,3,3,267,1061,6880,1080123232
1,512,4,2,3,4,267,1696,12588,1961938328
1,512,4,3,1,1,442,380,1129,198991568
1,512,4,3,1,2,442,324,2187,369658008
1,512,4,3,1,3,442,279,3153,540324432
1,512,4,3,1,4,442,240,4008,711148208
1,512,4,3,2,1,442,759,2249,370074952
1,512,4,3,2,2,442,1307,6401,996861168
1,512,4,3,2,3,442,2256,13999,2136472352
1,512,4,3,2,4,442,3895,27298,2740067456
1,512,4,3,3,1,442,1141,3383,539634304
1,512,4,3,3,2,442,2955,12756,1874524944
1,512,4,3,3,3,442,7669,37994,2620665984
1,512,4,3,3,4,442,19937,104245,3611391368
2,32,1,1,1,1,32,31,8,56012832
2,32,1,1,1,2,32,30,15,84017936
2,32,1,1,1,3,32,29,22,112023040
2,32,1,1,1,4,32,28,29,140046496
2,32,1,1,2,1,32,61,13,56029872
2,32,1,1,2,2,32,116,38,84086096
2,32,1,1,2,3,32,220,86,112142320
2,32,1,1,2,4,32,416,175,140243104
2,32,1,1,3,1,32,90,19,56107200
2,32,1,1,3,2,32,252,72,84259104
2,32,1,1,3,3,32,702,221,112411008
2,32,1,1,3,4,32,1944,625,168814344
2,32,1,2,1,1,32,31,8,56446680
2,32,1,2,1,2,32,30,15,84691648
2,32,1,2,1,3,32,29,23,112972008
2,32,1,2,1,4,32,28,31,141252368
2,32,1,2,2,1,32,61,14,56518768
2,32,1,2,2,2,32,116,39,84835824
2,32,1,2,2,3,32,220,86,113186960
2,32,1,2,2,4,32,416,175,141538096
2,32,1,2,3,1,32,90,19,56590864
2,32,1,2,3,2,32,252,73,84980016
2,32,1,2,3,3,32,702,221,113399312
2,32,1,2,3,4,32,1944,621,170237824
2,32,1,3,1,1,32,31,7,56856944
2,32,1,3,1,2,32,30,15,85298520
2,32,1,3,1,3,32,29,22,113740096
2,32,1,3,1,4,32,28,30,142200024
2,32,1,3,2,1,32,61,13,56888400
2,32,1,3,2,2,32,116,38,85367992
2,32,1,3,2,3,32,220,87,113847584
2,32,1,3,2,4,32,416,178,142346832
2,32,1,3,3,1,32,90,18,56927720
2,32,1,3,3,2,32,252,71,85440080
2,32,1,3,3,3,32,702,219,113952440
2,32,1,3,3,4,32,1944,616,171000656
2,32,2,1,1,1,19,10,3,57028648
2,32,2,1,1,2,19,7,4,85533144
2,32,2,1,1,3,19,4,5,114045504
2,32,2,1,1,4,19,3,6,142557864
2,32,2,1,2,1,19,22,5,57046992
2,32,2,1,2,2,19,26,10,85569832
2,32,2,1,2,3,19,30,17,114103160
2,32,2,1,2,4,19,31,24,142636488
2,32,2,1,3,1,19,31,6,57067968
2,32,2,1,3,2,19,52,17,85611784
2,32,2,1,3,3,19,82,36,114166080
2,32,2,1,3,4,19,110,66,142720376
2,32,2,2,1,1,32,31,8,57129568
2,32,2,2,1,2,32,30,15,85702216
2,32,2,2,1,3,32,29,22,114274864
2,32,2,2,1,4,32,28,29,142854064
2,32,2,2,2,1,32,61,14,57143984
2,32,2,2,2,2,32,116,38,85731048
2,32,2,2,2,3,32,220,87,114318112
2,32,2,2,2,4,32,416,178,142909112
2,32,2,2,3,1,32,90,20,57155784
2,32,2,2,3,2,32,252,72,85741544
2,32,2,2,3,3,32,702,218,114327304
2,32,2,2,3,4,32,1944,616,171488232
2,32,2,3,1,1,32,31,8,57132192
2,32,2,3,1,2,32,30,15,85683872
2,32,2,3,1,3,32,29,22,114239480
2,32,2,3,1,4,32,28,29,142795088
2,32,2,3,2,1,32,61,13,57141368
2,32,2,3,2,2,32,116,37,85702224
2,32,2,3,2,3,32,220,85,114269632
2,32,2,3,2,4,32,416,175,142837040
2,32,2,3,3,1,32,90,19,57150544
2,32,2,3,3,2,32,252,72,85720576
2,32,2,3,3,3,32,702,218,114295848
2,32,2,3,3,4,32,1944,618,171446320
2,32,3,1,1,1,8,1,1,57082384
2,32,3,1,1,2,8,0,1,85624888
2,32,3,1,1,3,8,0,1,114167392
2,32,3,1,1,4,8,0,1,142715136
2,32,3,1,2,1,8,4,1,57088936
2,32,3,1,2,2,8,1,1,85644544
2,32,3,1,2,3,8,0,2,114200152
2,32,3,1,2,4,8,0,2,142761008
2,32,3,1,3,1,8,6,2,57102048
2,32,3,1,3,2,8,4,3,85670768
2,32,3,1,3,3,8,3,4,114239488
2,32,3,1,3,4,8,2,5,142816072
2,32,3,2,1,1,22,13,4,57158408
2,32,3,2,1,2,22,8,6,85740232
2,32,3,2,1,3,22,5,8,114327296
2,32,3,2,1,4,22,3,9,142914360
2,32,3,2,2,1,22,28,7,57168896
2,32,3,2,2,2,22,34,15,85761208
2,32,3,2,2,3,22,35,25,114358760
2,32,3,2,2,4,22,29,35,142956312
2,32,3,2,3,1,22,40,10,57179384
2,32,3,2,3,2,22,63,26,85782184
2,32,3,2,3,3,22,79,50,114387600
2,32,3,2,3,4,22,91,82,142993016
2,32,3,3,1,1,32,31,8,57213456
2,32,3,3,1,2,32,30,15,85822808
2,32,3,3,1,3,32,29,22,114432160
2,32,3,3,1,4,32,28,30,143044128
2,32,3,3,2,1,32,61,13,57218696
2,32,3,3,2,2,32,116,38,85831976
2,32,3,3,2,3,32,220,86,114445256
2,32,3,3,2,4,32,416,175,143057224
2,32,3,3,3,1,32,90,20,57218696
2,32,3,3,3,2,32,252,73,85822800
2,32,3,3,3,3,32,702,219,114426904
2,32,3,3,3,4,32,1944,616,171614072
2,32,4,1,1,1,1,0,1,57155784
2,32,4,1,1,2,1,0,1,85717944
2,32,4,1,1,3,1,0,1,114281416
2,32,4,1,1,4,1,0,1,142844888
2,32,4,1,2,1,1,0,0,57162344
2,32,4,1,2,2,1,0,1,85731064
2,32,4,1,2,3,1,0,1,114305024
2,32,4,1,2,4,1,0,1,142878984
2,32,4,1,3,1,1,0,0,57172824
2,32,4,1,3,2,1,0,0,85752024
2,32,4,1,3,3,1,0,0,114336472
2,32,4,1,3,4,1,0,0,142920920
2,32,4,2,1,1,9,4,2,57179376
2,32,4,2,1,2,9,2,3,85774304
2,32,4,2,1,3,9,0,4,114369232
2,32,4,2,1,4,9,0,4,142966784
2,32,4,2,2,1,9,6,3,57187240
2,32,4,2,2,2,9,2,4,85790040
2,32,4,2,2,3,9,0,4,114392840
2,32,4,2,2,4,9,0,4,142998256
2,32,4,2,3,1,9,8,3,57195104
2,32,4,2,3,2,9,6,5,85803144
2,32,4,2,3,3,9,6,6,114411184
2,32,4,2,3,4,9,4,7,143023152
2,32,4,3,1,1,25,18,5,57226560
2,32,4,3,1,2,25,14,9,85841152
2,32,4,3,1,3,25,11,11,114455744
2,32,4,3,1,4,25,8,14,143070336
2,32,4,3,2,1,25,38,9,57229184
2,32,4,3,2,2,25,59,22,85846400
2,32,4,3,2,3,25,88,42,114463616
2,32,4,3,2,4,25,128,73,143080832
2,32,4,3,3,1,25,56,13,57226560
2,32,4,3,3,2,25,123,40,85841152
2,32,4,3,3,3,25,259,101,114455744
2,32,4,3,3,4,25,537,232,143070336
2,64,1,1,1,1,64,63,26,57202976
2,64,1,1,1,2,64,62,52,85805776
2,64,1,1,1,3,64,61,80,114408576
2,64,1,1,1,4,64,60,109,143015304
2,64,1,1,2,1,64,125,49,57208216
2,64,1,1,2,2,64,244,149,85814944
2,64,1,1,2,3,64,476,350,114421672
2,64,1,1,2,4,64,928,745,171614080
2,64,1,1,3,1,64,186,74,57197728
2,64,1,1,3,2,64,540,291,114358664
2,64,1,1,3,3,64,1566,946,228680472
2,64,1,1,3,4,64,4536,2814,485692192
2,64,1,2,1,1,64,63,26,57037816
2,64,1,2,1,2,64,62,52,85518712
2,64,1,2,1,3,64,61,80,114004856
2,64,1,2,1,4,64,60,109,142491000
2,64,1,2,2,1,64,125,49,57056168
2,64,1,2,2,2,64,244,148,85555416
2,64,1,2,2,3,64,476,347,142577424
2,64,1,2,2,4,64,928,745,199599432
2,64,1,2,3,1,64,186,73,57069280
2,64,1,2,3,2,64,540,290,114093912
2,64,1,2,3,3,64,1566,934,228169328
2,64,1,2,3,4,64,4536,2810,484838912
2,64,1,3,1,1,64,63,26,56877920
2,64,1,3,1,2,64,62,54,85324744
2,64,1,3,1,3,64,61,83,113771568
2,64,1,3,1,4,64,60,112,142230184
2,64,1,3,2,1,64,125,49,56897576
2,64,1,3,2,2,64,244,149,85371920
2,64,1,3,2,3,64,476,348,142320520
2,64,1,3,2,4,64,928,742,199303200
2,64,1,3,3,1,64,186,73,56930344
2,64,1,3,3,2,64,540,292,113918264
2,64,1,3,3,3,64,1566,938,227894024
2,64,1,3,3,4,64,4536,2801,484363032
2,64,2,1,1,1,34,17,7,56927712
2,64,2,1,1,2,34,8,11,85358800
2,64,2,1,1,3,34,5,13,113797760
2,64,2,1,1,4,34,3,15,142236720
2,64,2,1,2,1,34,31,14,56950000
2,64,2,1,2,2,34,32,27,85403376
2,64,2,1,2,3,34,37,42,113872480
2,64,2,1,2,4,34,42,60,142341584
2,64,2,1,3,1,34,52,21,56981456
2,64,2,1,3,2,34,85,53,85466288
2,64,2,1,3,3,34,144,105,113966848
2,64,2,1,3,4,34,251,198,142467408
2,64,2,2,1,1,64,63,26,57037824
2,64,2,2,1,2,64,62,52,85569840
2,64,2,2,1,3,64,61,80,114101856
2,64,2,2,1,4,64,60,109,142645672
2,64,2,2,2,1,64,125,49,57062728
2,64,2,2,2,2,64,244,149,85618336
2,64,2,2,2,3,64,476,347,114173944
2,64,2,2,2,4,64,928,741,171292968
2,64,2,2,3,1,64,186,74,57078456
2,64,2,2,3,2,64,540,292,114176504
2,64,2,2,3,3,64,1566,942,228372488
2,64,2,2,3,4,64,4536,2815,485195408
2,64,2,3,1,1,64,63,26,56998504
2,64,2,3,1,2,64,62,54,85461056
2,64,2,3,1,3,64,61,84,113931472
2,64,2,3,1,4,64,60,114,142401888
2,64,2,3,2,1,64,125,51,57020784
2,64,2,3,2,2,64,244,151,85505616
2,64,2,3,2,3,64,476,352,142501400
2,64,2,3,2,4,64,928,754,199497184
2,64,2,3,3,1,64,186,73,57040448
2,64,2,3,3,2,64,540,294,114049376
2,64,2,3,3,3,64,1566,958,228103792
2,64,2,3,3,4,64,4536,2931,484726160
2,64,3,1,1,1,18,3,3,56867424
2,64,3,1,1,2,18,1,4,85307688
2,64,3,1,1,3,18,0,5,113747952
2,64,3,1,1,4,18,0,5,142200016
2,64,3,1,2,1,18,9,5,56885776
2,64,3,1,2,2,18,3,7,85352256
2,64,3,1,2,3,18,1,8,113818736
2,64,3,1,2,4,18,0,9,142300944
2,64,3,1,3,1,18,13,7,56915920
2,64,3,1,3,2,18,7,12,85413856
2,64,3,1,3,3,18,2,15,113911792
2,64,3,1,3,4,18,0,16,142424152
2,64,3,2,1,1,50,37,16,57039136
2,64,3,2,1,2,50,26,28,85565912
2,64,3,2,1,3,50,16,36,114105792
2,64,3,2,1,4,50,9,42,142645672
2,64,3,2,2,1,50,73,30,57064040
2,64,3,2,2,2,50,101,75,85615720
2,64,3,2,2,3,50,137,138,114177880
2,64,3,2,2,4,50,186,223,142740040
2,64,3,2,3,1,50,108,46,57083696
2,64,3,2,3,2,50,227,144,85655032
2,64,3,2,3,3,50,468,354,142808112
2,64,3,2,3,4,50,942,786,228537744
2,64,3,3,1,1,64,63,27,57119088
2,64,3,3,1,2,64,62,54,85682560
2,64,3,3,1,3,64,61,82,114246032
2,64,3,3,1,4,64,60,112,142816064
2,64,3,3,2,1,64,125,50,57129576
2,64,3,3,2,2,64,244,150,85706160
2,64,3,3,2,3,64,476,353,114282744
2,64,3,3,2,4,64,928,749,171433208
2,64,3,3,3,1,64,186,75,57134816
2,64,3,3,3,2,64,540,294,114259064
2,64,3,3,3,3,64,1566,942,228507496
2,64,3,3,3,4,64,4536,2814,485424800
2,64,4,1,1,1,12,1,2,57016848
2,64,4,1,1,2,12,0,2,85487264
2,64,4,1,1,3,12,0,2,113962920
2,64,4,1,1,4,12,0,2,142438576
2,64,4,1,2,1,12,4,3,57032576
2,64,4,1,2,2,12,2,4,85518720
2,64,4,1,2,3,12,1,4,114017968
2,64,4,1,2,4,12,0,5,142517216
2,64,4,1,3,1,12,6,4,57058792
2,64,4,1,3,2,12,3,6,85571152
2,64,4,1,3,3,12,1,6,114095304
2,64,4,1,3,4,12,0,6,142619456
2,64,4,2,1,1,33,16,8,57071904
2,64,4,2,1,2,33,8,12,85618336
2,64,4,2,1,3,33,5,14,114164768
2,64,4,2,1,4,33,3,16,142721688
2,64,4,2,2,1,33,33,14,57092872
2,64,4,2,2,2,33,36,29,85660280
2,64,4,2,2,3,33,36,47,114227688
2,64,4,2,2,4,33,29,64,142802960
2,64,4,2,3,1,33,51,21,57111224
2,64,4,2,3,2,33,76,54,85694360
2,64,4,2,3,3,33,97,106,114277496
2,64,4,2,3,4,33,125,175,142867184
2,64,4,3,1,1,52,41,18,57184616
2,64,4,3,1,2,52,32,33,85779544
2,64,4,3,1,3,52,25,46,114377096
2,64,4,3,1,4,52,22,57,142974648
2,64,4,3,2,1,52,82,33,57192488
2,64,4,3,2,2,52,132,87,85795288
2,64,4,3,2,3,52,220,180,114399392
2,64,4,3,2,4,52,373,340,143003496
2,64,4,3,3,1,52,124,48,57183312
2,64,4,3,3,2,52,304,169,85776936
2,64,4,3,3,3,52,758,480,142969336
2,64,4,3,3,4,52,1893,1271,257354032
2,128,1,1,1,1,128,127,97,57098112
2,128,1,1,1,2,128,126,200,85651104
2,128,1,1,1,3,128,125,312,114204096
2,128,1,1,1,4,128,124,427,142766256
2,128,1,1,2,1,128,253,197,57111216
2,128,1,1,2,2,128,500,601,114248592
2,128,1,1,2,3,128,988,1505,257091904
2,128,1,1,2,4,128,1952,3273,514089464
2,128,1,1,3,1,128,378,288,85657560
2,128,1,1,3,2,128,1116,1179,228258368
2,128,1,1,3,3,128,3294,3887,599020296
2,128,1,1,3,4,128,9720,11969,1681101784
2,128,1,2,1,1,128,127,97,56780616
2,128,1,2,1,2,128,126,201,85085728
2,128,1,2,1,3,128,125,312,113405256
2,128,1,2,1,4,128,124,429,141724784
2,128,1,2,2,1,128,253,192,56821248
2,128,1,2,2,2,128,500,594,113512672
2,128,1,2,2,3,128,988,1430,255378680
2,128,1,2,2,4,128,1952,3115,510737440
2,128,1,2,3,1,128,378,289,85237672
2,128,1,2,3,2,128,1116,1184,227142984
2,128,1,2,3,3,128,3294,3893,596335280
2,128,1,2,3,4,128,9720,11987,1675516768
2,128,1,3,1,1,128,127,99,56437104
2,128,1,3,1,2,128,126,203,84671384
2,128,1,3,1,3,128,125,313,112905664
2,128,1,3,1,4,128,124,426,141168784
2,128,1,3,2,1,128,253,194,56481672
2,128,1,3,2,2,128,500,595,113070736
2,128,1,3,2,3,128,988,1424,254543304
2,128,1,3,2,4,128,1952,3076,509535968
2,128,1,3,3,1,128,378,285,84883632
2,128,1,3,3,2,128,1116,1180,226605216
2,128,1,3,3,3,128,3294,3902,595081224
2,128,1,3,3,4,128,9720,11948,1672264288
2,128,2,1,1,1,61,30,23,56549832
2,128,2,1,1,2,61,14,35,84752656
2,128,2,1,1,3,61,8,40,112973832
2,128,2,1,1,4,61,4,43,141195008
2,128,2,1,2,1,61,63,44,56597024
2,128,2,1,2,2,61,64,91,84847040
2,128,2,1,2,3,61,64,137,113131128
2,128,2,1,2,4,61,62,179,141415216
2,128,2,1,3,1,61,95,65,56666488
2,128,2,1,3,2,61,141,170,84985968
2,128,2,1,3,3,61,206,316,113339528
2,128,2,1,3,4,61,309,513,170046568
2,128,2,2,1,1,128,127,98,56780512
2,128,2,2,1,2,128,126,202,85199608
2,128,2,2,1,3,128,125,312,113618704
2,128,2,2,1,4,128,124,426,142065328
2,128,2,2,2,1,128,253,193,56836880
2,128,2,2,2,2,128,500,594,113782464
2,128,2,2,2,3,128,988,1423,256146272
2,128,2,2,2,4,128,1952,3080,512471864
2,128,2,2,3,1,128,378,285,85351560
2,128,2,2,3,2,128,1116,1176,227663008
2,128,2,2,3,3,128,3294,3895,597672576
2,128,2,2,3,4,128,9720,12107,1678043752
2,128,2,3,1,1,128,127,98,56699264
2,128,2,3,1,2,128,126,205,84967632
2,128,2,3,1,3,128,125,317,113255656
2,128,2,3,1,4,128,124,432,141543680
2,128,2,3,2,1,128,253,194,56749072
2,128,2,3,2,2,128,500,600,113385352
2,128,2,3,2,3,128,988,1432,255126656
2,128,2,3,2,4,128,1952,3092,510260880
2,128,2,3,3,1,128,378,287,85161536
2,128,2,3,3,2,128,1116,1183,226988016
2,128,2,3,3,3,128,3294,3913,595992320
2,128,2,3,3,4,128,9720,12007,1674619968
2,128,3,1,1,1,29,8,5,56421392
2,128,3,1,1,2,29,2,6,84645200
2,128,3,1,1,3,29,1,7,112869008
2,128,3,1,1,4,29,0,7,141117720
2,128,3,1,2,1,29,15,9,56459408
2,128,3,1,2,2,29,6,15,84738264
2,128,3,1,2,3,29,1,19,113017120
2,128,3,1,2,4,29,0,20,141330056
2,128,3,1,3,1,29,21,14,56523632
2,128,3,1,3,2,29,14,27,84869336
2,128,3,1,3,3,29,10,38,113215040
2,128,3,1,3,4,29,11,47,141593512
2,128,3,2,1,1,93,64,52,56785776
2,128,3,2,1,2,93,38,91,85193080
2,128,3,2,1,3,93,22,116,113627912
2,128,3,2,1,4,93,9,131,142062744
2,128,3,2,2,1,93,127,103,56839512
2,128,3,2,2,2,93,166,256,85300552
2,128,3,2,2,3,93,214,466,142269744
2,128,3,2,2,4,93,279,743,199238936
2,128,3,2,3,1,93,195,154,56882768
2,128,3,2,3,2,93,400,492,113891272
2,128,3,2,3,3,93,819,1216,227965856
2,128,3,2,3,4,93,1697,2750,456114976
2,128,3,3,1,1,128,127,98,56982384
2,128,3,3,1,2,128,126,202,85482752
2,128,3,3,1,3,128,125,311,113983120
2,128,3,3,1,4,128,124,426,142499216
2,128,3,3,2,1,128,253,192,57007288
2,128,3,3,2,2,128,500,593,114068224
2,128,3,3,2,3,128,988,1416,256720464
2,128,3,3,2,4,128,1952,3093,513447288
2,128,3,3,3,1,128,378,286,85541672
2,128,3,3,3,2,128,1116,1176,228023488
2,128,3,3,3,3,128,3294,3885,598476144
2,128,3,3,3,4,128,9720,11981,1679875920
2,128,4,1,1,1,24,4,4,56745864
2,128,4,1,1,2,24,2,5,85034912
2,128,4,1,1,3,24,1,5,113339688
2,128,4,1,1,4,24,0,6,141644464
2,128,4,1,2,1,24,12,8,56783872
2,128,4,1,2,2,24,7,12,85110928
2,128,4,1,2,3,24,1,14,113462888
2,128,4,1,2,4,24,0,15,141814848
2,128,4,1,3,1,24,14,11,56836296
2,128,4,1,3,2,24,7,18,85215776
2,128,4,1,3,3,24,1,22,113621472
2,128,4,1,3,4,24,0,22,142027168
2,128,4,2,1,1,69,35,30,56863824
2,128,4,2,1,2,69,19,46,85319328
2,128,4,2,1,3,69,8,56,113774832
2,128,4,2,1,4,69,4,61,142252616
2,128,4,2,2,1,69,76,57,56909696
2,128,4,2,2,2,69,78,124,85405832
2,128,4,2,2,3,69,77,199,113901968
2,128,4,2,2,4,69,70,283,142417768
2,128,4,2,3,1,69,106,86,56947712
2,128,4,2,3,2,69,154,229,85480544
2,128,4,2,3,3,69,207,457,142546120
2,128,4,2,3,4,69,278,809,199637920
2,128,4,3,1,1,112,95,75,57099752
2,128,4,3,1,2,112,82,144,85653560
2,128,4,3,1,3,112,71,212,114217848
2,128,4,3,1,4,112,62,276,142782136
2,128,4,3,2,1,112,193,149,57118096
2,128,4,3,2,2,112,335,432,114262312
2,128,4,3,2,3,112,580,954,199994360
2,128,4,3,2,4,112,1001,1902,342881040
2,128,4,3,3,1,112,289,222,85642976
2,128,4,3,3,2,112,746,841,171288488
2,128,4,3,3,3,112,1921,2553,399697392
2,128,4,3,3,4,112,4919,7022,999270648
2,256,1,1,1,1,256,255,381,85315328
2,256,1,1,1,2,256,254,795,170658072
2,256,1,1,1,3,256,253,1235,256000840
2,256,1,1,1,4,256,252,1691,369859360
2,256,1,1,2,1,256,509,760,142296928
2,256,1,1,2,2,256,1012,2372,398643608
2,256,1,1,2,3,256,2012,5728,911336776
2,256,1,1,2,4,256,4000,12554,1907597832
2,256,1,1,3,1,256,762,1133,199226760
2,256,1,1,3,2,256,2268,4730,710411808
2,256,1,1,3,3,256,6750,16270,861959808
2,256,1,1,3,4,256,20088,51850,1309922168
2,256,1,2,1,1,256,255,413,84342136
2,256,1,2,1,2,256,254,840,168710576
2,256,1,2,1,3,256,253,1296,253197848
2,256,1,2,1,4,256,252,1788,365847528
2,256,1,2,2,1,256,509,813,140967864
2,256,1,2,2,2,256,1012,2501,394928304
2,256,1,2,2,3,256,2012,5975,903894656
2,256,1,2,2,4,256,4000,13188,1921827320
2,256,1,2,3,1,256,762,1163,197513408
2,256,1,2,3,2,256,2268,4866,705764056
2,256,1,2,3,3,256,6750,16235,856165632
2,256,1,2,3,4,256,20088,50644,1330779600
2,256,1,3,1,1,256,255,393,84285912
2,256,1,3,1,2,256,254,815,168646808
2,256,1,3,1,3,256,253,1265,253007720
2,256,1,3,1,4,256,252,1734,365641632
2,256,1,3,2,1,256,509,779,140729248
2,256,1,3,2,2,256,1012,2440,394593896
2,256,1,3,2,3,256,2012,5880,902323144
2,256,1,3,2,4,256,4000,12832,1919819680
2,256,1,3,3,1,256,762,1164,197409584
2,256,1,3,3,2,256,2268,4858,705399560
2,256,1,3,3,3,256,6750,16267,854603288
2,256,1,3,3,4,256,20088,50538,1328348960
2,256,2,1,1,1,128,58,100,56112192
2,256,2,1,1,2,128,21,148,84180120
2,256,2,1,1,3,128,7,165,112271712
2,256,2,1,1,4,128,2,173,140363304
2,256,2,1,2,1,128,119,195,56172664
2,256,2,1,2,2,128,102,394,112429400
2,256,2,1,2,3,128,78,584,168778152
2,256,2,1,2,4,128,61,742,196952560
2,256,2,1,3,1,128,178,290,84495544
2,256,2,1,3,2,128,222,739,169172408
2,256,2,1,3,3,128,277,1350,282274680
2,256,2,1,3,4,128,369,2161,423652512
2,256,2,2,1,1,256,255,394,84992472
2,256,2,2,1,2,256,254,815,170118960
2,256,2,2,1,3,256,253,1264,255245424
2,256,2,2,1,4,256,252,1731,368926128
2,256,2,2,2,1,256,509,775,142011600
2,256,2,2,2,2,256,1012,2427,398171664
2,256,2,2,2,3,256,2012,5879,910491808
2,256,2,2,2,4,256,4000,12817,1907018528
2,256,2,2,3,1,256,762,1164,198971168
2,256,2,2,3,2,256,2268,4856,709993632
2,256,2,2,3,3,256,6750,16316,860521320
2,256,2,2,3,4,256,20088,50808,1304667328
2,256,2,3,1,1,256,255,393,83778560
2,256,2,3,1,2,256,254,816,167589888
2,256,2,3,1,3,256,253,1266,251535136
2,256,2,3,1,4,256,252,1735,363462120
2,256,2,3,2,1,256,509,779,140072968
2,256,2,3,2,2,256,1012,2426,392452264
2,256,2,3,2,3,256,2012,5872,898321736
2,256,2,3,2,4,256,4000,12813,1910060640
2,256,2,3,3,1,256,762,1163,196636400
2,256,2,3,3,2,256,2268,4839,702832424
2,256,2,3,3,3,256,6750,16202,852597128
2,256,2,3,3,4,256,20088,50515,1326355656
2,256,3,1,1,1,65,11,25,55960688
2,256,3,1,1,2,65,2,30,83962024
2,256,3,1,1,3,65,0,32,111963360
