TestIteration,DatasetLength,NumberOfEvents,NumberOfEventsSearched,NumberOfRelationsSearched,NumberOfSteps,ResultingEvents,ResultingPatterns,Time,Memory
1,512,4,3,2,3,296,810,4554,799661984
1,512,4,3,2,4,296,1137,7723,1341967584
1,512,4,3,3,1,296,585,1451,256872552
1,512,4,3,3,2,296,1173,4539,741736904
1,512,4,3,3,3,296,2353,10961,1739986808
1,512,4,3,3,4,296,4709,24311,2372670720
2,32,1,1,1,1,1,0,0,56688832
2,32,1,1,1,2,1,0,0,85038488
2,32,1,1,1,3,1,0,0,113388144
2,32,1,1,1,4,1,0,0,141749600
2,32,1,1,2,1,1,0,0,56705872
2,32,1,1,2,2,1,0,0,85086992
2,32,1,1,2,3,1,0,0,113468112
2,32,1,1,2,4,1,0,0,141870208
2,32,1,1,3,1,1,0,0,56746512
2,32,1,1,3,2,1,0,0,85169576
2,32,1,1,3,3,1,0,0,113592640
2,32,1,1,3,4,1,0,0,142039304
2,32,1,2,1,1,1,0,0,56914296
2,32,1,2,1,2,1,0,0,85381928
2,32,1,2,1,3,1,0,0,113869224
2,32,1,2,1,4,1,0,0,142356520
2,32,1,2,2,1,1,0,0,56952312
2,32,1,2,2,2,1,0,0,85457960
2,32,1,2,2,3,1,0,0,113979336
2,32,1,2,2,4,1,0,0,142500712
2,32,1,2,3,1,1,0,0,56982464
2,32,1,2,3,2,1,0,0,85518264
2,32,1,2,3,3,1,0,0,114067168
2,32,1,2,3,4,1,0,0,142616072
2,32,1,3,1,1,1,0,0,57118784
2,32,1,3,1,2,1,0,0,85688664
2,32,1,3,1,3,1,0,0,114258544
2,32,1,3,1,4,1,0,0,142837600
2,32,1,3,2,1,1,0,0,57138448
2,32,1,3,2,2,1,0,0,85725368
2,32,1,3,2,3,1,0,0,114312288
2,32,1,3,2,4,1,0,0,142905760
2,32,1,3,3,1,1,0,0,57152864
2,32,1,3,3,2,1,0,0,85752896
2,32,1,3,3,3,1,0,0,114352928
2,32,1,3,3,4,1,0,0,142958200
2,32,2,1,1,1,9,0,0,57213168
2,32,2,1,1,2,9,0,0,85821064
2,32,2,1,1,3,9,0,0,114432888
2,32,2,1,1,4,9,0,0,143044712
2,32,2,1,2,1,9,5,0,57219720
2,32,2,1,2,2,9,2,0,85834168
2,32,2,1,2,3,9,0,0,114451240
2,32,2,1,2,4,9,0,0,143068312
2,32,2,1,3,1,9,7,0,57223656
2,32,2,1,3,2,9,5,0,85842040
2,32,2,1,3,3,9,3,0,114461736
2,32,2,1,3,4,9,2,0,143081432
2,32,2,2,1,1,18,17,0,57244624
2,32,2,2,1,2,18,16,16,85866936
2,32,2,2,1,3,18,15,16,114489248
2,32,2,2,1,4,18,14,16,143111560
2,32,2,2,2,1,18,27,0,57244624
2,32,2,2,2,2,18,39,0,85866936
2,32,2,2,2,3,18,52,0,114489248
2,32,2,2,2,4,18,66,15,143111560
2,32,2,2,3,1,18,35,16,57244624
2,32,2,2,3,2,18,62,31,85866936
2,32,2,2,3,3,18,100,47,114489248
2,32,2,2,3,4,18,169,78,143111560
2,32,2,3,1,1,18,17,16,57242008
2,32,2,3,1,2,18,16,16,85861704
2,32,2,3,1,3,18,15,16,114481400
2,32,2,3,1,4,18,14,16,143101096
2,32,2,3,2,1,18,27,0,57242008
2,32,2,3,2,2,18,39,0,85861704
2,32,2,3,2,3,18,52,0,114484016
2,32,2,3,2,4,18,66,16,143106328
2,32,2,3,3,1,18,35,0,57244624
2,32,2,3,3,2,18,62,0,85866936
2,32,2,3,3,3,18,100,15,114489248
2,32,2,3,3,4,18,169,46,143111560
2,32,3,1,1,1,7,0,0,57239392
2,32,3,1,1,2,7,0,0,85859088
2,32,3,1,1,3,7,0,0,114478784
2,32,3,1,1,4,7,0,0,143098480
2,32,3,1,2,1,7,3,0,57239392
2,32,3,1,2,2,7,1,0,85859088
2,32,3,1,2,3,7,0,0,114478784
2,32,3,1,2,4,7,0,0,143099784
2,32,3,1,3,1,7,5,0,57240696
2,32,3,1,3,2,7,4,0,85863008
2,32,3,1,3,3,7,3,15,114485320
2,32,3,1,3,4,7,2,15,143107632
2,32,3,2,1,1,16,7,0,57247248
2,32,3,2,1,2,16,4,15,85872184
2,32,3,2,1,3,16,2,15,114497120
2,32,3,2,1,4,16,1,15,143122056
2,32,3,2,2,1,16,18,15,57247248
2,32,3,2,2,2,16,20,31,85872184
2,32,3,2,2,3,16,21,47,114497120
2,32,3,2,2,4,16,21,62,143122056
2,32,3,2,3,1,16,23,0,57247248
2,32,3,2,3,2,16,32,15,85872184
2,32,3,2,3,3,16,39,31,114497120
2,32,3,2,3,4,16,43,31,143122056
2,32,3,3,1,1,24,23,0,57249872
2,32,3,3,1,2,24,22,0,85874808
2,32,3,3,1,3,24,21,0,114499744
2,32,3,3,1,4,24,20,16,143124680
2,32,3,3,2,1,24,41,15,57249872
2,32,3,3,2,2,24,72,31,85874808
2,32,3,3,2,3,24,128,63,114499744
2,32,3,3,2,4,24,227,109,143122056
2,32,3,3,3,1,24,59,0,57247248
2,32,3,3,3,2,24,149,31,85866944
2,32,3,3,3,3,24,378,109,114486640
2,32,3,3,3,4,24,954,265,143098464
2,32,4,1,1,1,1,0,0,57207920
2,32,4,1,1,2,1,0,0,85804016
2,32,4,1,1,3,1,0,0,114402736
2,32,4,1,1,4,1,0,0,143001456
2,32,4,1,2,1,1,0,0,57211856
2,32,4,1,2,2,1,0,0,85811888
2,32,4,1,2,3,1,0,0,114414536
2,32,4,1,2,4,1,0,0,143017184
2,32,4,1,3,1,1,0,0,57217096
2,32,4,1,3,2,1,0,0,85822368
2,32,4,1,3,3,1,0,0,114430264
2,32,4,1,3,4,1,0,0,143038160
2,32,4,2,1,1,7,2,0,57221024
2,32,4,2,1,2,7,1,0,85834160
2,32,4,2,1,3,7,0,0,114447296
2,32,4,2,1,4,7,0,0,143063056
2,32,4,2,2,1,7,3,0,57226272
2,32,4,2,2,2,7,1,0,85843344
2,32,4,2,2,3,7,0,0,114460416
2,32,4,2,2,4,7,0,0,143080112
2,32,4,2,3,1,7,5,0,57230208
2,32,4,2,3,2,7,3,0,85849904
2,32,4,2,3,3,7,1,0,114469600
2,32,4,2,3,4,7,0,0,143091912
2,32,4,3,1,1,17,10,0,57244624
2,32,4,3,1,2,17,7,16,85866936
2,32,4,3,1,3,17,4,16,114489248
2,32,4,3,1,4,17,2,32,143111560
2,32,4,3,2,1,17,21,0,57247248
2,32,4,3,2,2,17,26,0,85872184
2,32,4,3,2,3,17,30,0,114497120
2,32,4,3,2,4,17,34,0,143122056
2,32,4,3,3,1,17,28,0,57247248
2,32,4,3,3,2,17,43,15,85872184
2,32,4,3,3,3,17,61,31,114497120
2,32,4,3,3,4,17,86,46,143122056
2,64,1,1,1,1,1,0,0,57244624
2,64,1,1,1,2,1,0,0,85866936
2,64,1,1,1,3,1,0,0,114489248
2,64,1,1,1,4,1,0,0,143111560
2,64,1,1,2,1,1,0,0,57244624
2,64,1,1,2,2,1,0,0,85866936
2,64,1,1,2,3,1,0,0,114489248
2,64,1,1,2,4,1,0,0,143114184
2,64,1,1,3,1,1,0,0,57247248
2,64,1,1,3,2,1,0,0,85872184
2,64,1,1,3,3,1,0,0,114497120
2,64,1,1,3,4,1,0,0,143122056
2,64,1,2,1,1,1,0,0,57249872
2,64,1,2,1,2,1,0,0,85874808
2,64,1,2,1,3,1,0,0,114499744
2,64,1,2,1,4,1,0,0,143124680
2,64,1,2,2,1,1,0,0,57249872
2,64,1,2,2,2,1,0,0,85874808
2,64,1,2,2,3,1,0,0,114502368
2,64,1,2,2,4,1,0,0,143129928
2,64,1,2,3,1,1,0,0,57252496
2,64,1,2,3,2,1,0,0,85880056
2,64,1,2,3,3,1,0,0,114507616
2,64,1,2,3,4,1,0,0,143135176
2,64,1,3,1,1,1,0,0,57255120
2,64,1,3,1,2,1,0,0,85882680
2,64,1,3,1,3,1,0,0,114510240
2,64,1,3,1,4,1,0,0,143137800
2,64,1,3,2,1,1,0,0,57255120
2,64,1,3,2,2,1,0,0,85882680
2,64,1,3,2,3,1,0,0,114510240
2,64,1,3,2,4,1,0,0,143137800
2,64,1,3,3,1,1,0,0,57255120
2,64,1,3,3,2,1,0,0,85882680
2,64,1,3,3,3,1,0,0,114510240
2,64,1,3,3,4,1,0,0,143137800
2,64,2,1,1,1,17,0,0,57255120
2,64,2,1,1,2,17,0,0,85882680
2,64,2,1,1,3,17,0,0,114510240
2,64,2,1,1,4,17,0,0,143137800
2,64,2,1,2,1,17,6,0,57255120
2,64,2,1,2,2,17,1,0,85882680
2,64,2,1,2,3,17,0,0,114510240
2,64,2,1,2,4,17,0,0,143137800
2,64,2,1,3,1,17,14,0,57255120
2,64,2,1,3,2,17,11,0,85882680
2,64,2,1,3,3,17,9,0,114510240
2,64,2,1,3,4,17,8,15,143137800
2,64,2,2,1,1,34,33,0,57255120
2,64,2,2,1,2,34,32,15,85882680
2,64,2,2,1,3,34,31,15,114510240
2,64,2,2,1,4,34,30,15,143135176
2,64,2,2,2,1,34,46,16,57252496
2,64,2,2,2,2,34,63,32,85877432
2,64,2,2,2,3,34,85,48,114502368
2,64,2,2,2,4,34,112,79,143124680
2,64,2,2,3,1,34,64,16,57249872
2,64,2,2,3,2,34,119,47,85872184
2,64,2,2,3,3,34,225,125,114494496
2,64,2,2,3,4,34,425,266,143111568
2,64,2,3,1,1,34,33,0,57226272
2,64,2,3,1,2,34,32,16,85835472
2,64,2,3,1,3,34,31,31,114444672
2,64,2,3,1,4,34,30,31,143053872
2,64,2,3,2,1,34,46,16,57228896
2,64,2,3,2,2,34,63,47,85840720
2,64,2,3,2,3,34,85,78,114453856
2,64,2,3,2,4,34,112,109,143066992
2,64,2,3,3,1,34,64,15,57228896
2,64,2,3,3,2,34,119,46,85840720
2,64,2,3,3,3,34,225,108,114455168
2,64,2,3,3,4,34,425,233,143069616
2,64,3,1,1,1,15,0,0,57207920
2,64,3,1,1,2,15,0,0,85811880
2,64,3,1,1,3,15,0,0,114415840
2,64,3,1,1,4,15,0,0,143019800
2,64,3,1,2,1,15,5,0,57207920
2,64,3,1,2,2,15,0,15,85814504
2,64,3,1,2,3,15,0,15,114421088
2,64,3,1,2,4,15,0,15,143028984
2,64,3,1,3,1,15,8,0,57211856
2,64,3,1,3,2,15,3,16,85822368
2,64,3,1,3,3,15,1,16,114432880
2,64,3,1,3,4,15,0,16,143044704
2,64,3,2,1,1,35,22,16,57226272
2,64,3,2,1,2,35,13,31,85840720
2,64,3,2,1,3,35,7,47,114457792
2,64,3,2,1,4,35,2,47,143074864
2,64,3,2,2,1,35,43,15,57230208
2,64,3,2,2,2,35,51,30,85848592
2,64,3,2,2,3,35,57,62,114468288
2,64,3,2,2,4,35,63,93,143087984
2,64,3,2,3,1,35,61,16,57231520
2,64,3,2,3,2,35,103,47,85851216
2,64,3,2,3,3,35,171,109,114470912
2,64,3,2,3,4,35,283,219,143090608
2,64,3,3,1,1,47,46,0,57223648
2,64,3,3,1,2,47,45,16,85835472
2,64,3,3,1,3,47,44,31,114447296
2,64,3,3,1,4,47,43,47,143061744
2,64,3,3,2,1,47,80,32,57226272
2,64,3,3,2,2,47,136,78,85840720
2,64,3,3,2,3,47,228,156,114455168
2,64,3,3,2,4,47,384,296,143064368
2,64,3,3,3,1,47,114,31,57221024
2,64,3,3,3,2,47,272,125,85824984
2,64,3,3,3,3,47,647,343,143032816
2,64,3,3,3,4,47,1533,873,228813064
2,64,4,1,1,1,11,0,0,57160728
2,64,4,1,1,2,11,0,0,85727984
2,64,4,1,1,3,11,0,0,114299176
2,64,4,1,1,4,11,0,0,142870368
2,64,4,1,2,1,11,3,0,57167280
2,64,4,1,2,2,11,1,0,85741088
2,64,4,1,2,3,11,0,0,114320144
2,64,4,1,2,4,11,0,0,142899200
2,64,4,1,3,1,11,4,0,57177768
2,64,4,1,3,2,11,1,15,85762064
2,64,4,1,3,3,11,0,15,114348984
2,64,4,1,3,4,11,0,15,142935904
2,64,4,2,1,1,24,7,15,57184336
2,64,4,2,1,2,24,2,31,85781744
2,64,4,2,1,3,24,0,31,114379152
2,64,4,2,1,4,24,0,31,142980488
2,64,4,2,2,1,24,18,16,57193504
2,64,4,2,2,2,24,14,16,85798776
2,64,4,2,2,3,24,10,16,114404048
2,64,4,2,2,4,24,8,16,143013248
2,64,4,2,3,1,24,25,15,57201368
2,64,4,2,3,2,24,23,15,85813192
2,64,4,2,3,3,24,20,30,114425016
2,64,4,2,3,4,24,18,30,143039464
2,64,4,3,1,1,40,29,0,57230208
2,64,4,3,1,2,40,21,0,85845968
2,64,4,3,1,3,40,16,0,114463040
2,64,4,3,1,4,40,13,0,143080112
2,64,4,3,2,1,40,55,16,57234144
2,64,4,3,2,2,40,77,47,85853840
2,64,4,3,2,3,40,112,94,114473536
2,64,4,3,2,4,40,166,141,143093232
2,64,4,3,3,1,40,77,31,57228896
2,64,4,3,3,2,40,149,93,85843344
2,64,4,3,3,3,40,291,186,114457792
2,64,4,3,3,4,40,557,389,171686624
2,128,1,1,1,1,1,0,0,57197440
2,128,1,1,1,2,1,0,0,85798776
2,128,1,1,1,3,1,0,0,114400112
2,128,1,1,1,4,1,0,0,143002760
2,128,1,1,2,1,1,0,0,57201368
2,128,1,1,2,2,1,0,0,85806640
2,128,1,1,2,3,1,0,0,114411912
2,128,1,1,2,4,1,0,0,143018496
2,128,1,1,3,1,1,0,0,57205304
2,128,1,1,3,2,1,0,0,85814504
2,128,1,1,3,3,1,0,0,114423704
2,128,1,1,3,4,1,0,0,143035528
2,128,1,2,1,1,1,0,0,57226272
2,128,1,2,1,2,1,0,0,85840720
2,128,1,2,1,3,1,0,0,114456480
2,128,1,2,1,4,1,0,0,143072240
2,128,1,2,2,1,1,0,0,57228896
2,128,1,2,2,2,1,0,0,85845968
2,128,1,2,2,3,1,0,0,114465664
2,128,1,2,2,4,1,0,0,143085360
2,128,1,2,3,1,1,0,0,57232824
2,128,1,2,3,2,1,0,0,85853824
2,128,1,2,3,3,1,0,0,114476136
2,128,1,2,3,4,1,0,0,143098448
2,128,1,3,1,1,1,0,0,57244624
2,128,1,3,1,2,1,0,0,85869560
2,128,1,3,1,3,1,0,0,114494496
2,128,1,3,1,4,1,0,0,143119432
2,128,1,3,2,1,1,0,0,57247248
2,128,1,3,2,2,1,0,0,85872184
2,128,1,3,2,3,1,0,0,114497120
2,128,1,3,2,4,1,0,0,143124680
2,128,1,3,3,1,1,0,0,57249872
2,128,1,3,3,2,1,0,0,85877432
2,128,1,3,3,3,1,0,0,114504992
2,128,1,3,3,4,1,0,0,143132552
2,128,2,1,1,1,31,0,0,57255120
2,128,2,1,1,2,31,0,0,85882680
2,128,2,1,1,3,31,0,0,114510240
2,128,2,1,1,4,31,0,0,143137800
2,128,2,1,2,1,31,19,16,57255120
2,128,2,1,2,2,31,11,16,85882680
2,128,2,1,2,3,31,7,16,114510240
2,128,2,1,2,4,31,5,16,143137800
2,128,2,1,3,1,31,24,16,57255120
2,128,2,1,3,2,31,19,31,85882680
2,128,2,1,3,3,31,16,31,114510240
2,128,2,1,3,4,31,14,47,143137800
2,128,2,2,1,1,62,61,31,57255120
2,128,2,2,1,2,62,60,62,85880056
2,128,2,2,1,3,62,59,93,114504992
2,128,2,2,1,4,62,58,108,143127304
2,128,2,2,2,1,62,94,47,57249872
2,128,2,2,2,2,62,141,110,85869568
2,128,2,2,2,3,62,218,204,114489264
2,128,2,2,2,4,62,341,375,143103712
2,128,2,2,3,1,62,127,63,57242008
2,128,2,2,3,2,62,268,204,85848592
2,128,2,2,3,3,62,582,485,143061672
2,128,2,2,3,4,62,1260,1093,257445800
2,128,2,3,1,1,62,61,16,57171216
2,128,2,3,1,2,62,60,32,85746336
2,128,2,3,1,3,62,59,63,114322768
2,128,2,3,1,4,62,58,79,142899200
2,128,2,3,2,1,62,94,46,57177776
2,128,2,3,2,2,62,141,108,85759456
2,128,2,3,2,3,62,218,202,114346376
2,128,2,3,2,4,62,341,358,142933296
2,128,2,3,3,1,62,127,62,57181704
2,128,2,3,3,2,62,268,202,85767312
2,128,2,3,3,3,62,582,501,142941088
2,128,2,3,3,4,62,1260,1109,257288560
2,128,3,1,1,1,21,0,15,57124032
2,128,3,1,1,2,21,0,15,85686048
2,128,3,1,1,3,21,0,15,114248064
2,128,3,1,1,4,21,0,15,142814008
2,128,3,1,2,1,21,5,0,57127960
2,128,3,1,2,2,21,1,0,85699152
2,128,3,1,2,3,21,0,0,114270344
2,128,3,1,2,4,21,0,0,142846776
2,128,3,1,3,1,21,9,0,57138448
2,128,3,1,3,2,21,3,0,85720128
2,128,3,1,3,3,21,1,0,114301808
2,128,3,1,3,4,21,0,0,142888728
2,128,3,2,1,1,51,22,16,57179088
2,128,3,2,1,2,51,6,16,85771256
2,128,3,2,1,3,51,1,16,114368664
2,128,3,2,1,4,51,0,16,142966072
2,128,3,2,2,1,51,51,31,57186952
2,128,3,2,2,2,51,49,62,85786984
2,128,3,2,2,3,51,47,93,114392256
2,128,3,2,2,4,51,44,124,142997528
2,128,3,2,3,1,51,73,47,57193504
2,128,3,2,3,2,51,102,125,85800088
2,128,3,2,3,3,51,139,219,114409288
2,128,3,2,3,4,51,196,360,143018488
2,128,3,3,1,1,80,79,47,57207920
2,128,3,3,1,2,80,78,78,85813192
2,128,3,3,1,3,80,77,124,114418464
2,128,3,3,1,4,80,76,171,143025048
2,128,3,3,2,1,80,133,62,57210544
2,128,3,3,2,2,80,222,187,85817128
2,128,3,3,2,3,80,370,406,143030232
2,128,3,3,2,4,80,616,781,200232840
2,128,3,3,3,1,80,179,94,57205296
2,128,3,3,3,2,80,405,344,114381704
2,128,3,3,3,3,80,909,890,200146256
2,128,3,3,3,4,80,2028,2132,400214760
2,128,4,1,1,1,20,0,0,57116160
2,128,4,1,1,2,20,0,0,85657200
2,128,4,1,1,3,20,0,0,114202176
2,128,4,1,1,4,20,0,0,142747152
2,128,4,1,2,1,20,6,0,57125336
2,128,4,1,2,2,20,2,0,85675552
2,128,4,1,2,3,20,0,0,114232320
2,128,4,1,2,4,20,0,0,142789088
2,128,4,1,3,1,20,6,15,57138448
2,128,4,1,3,2,20,2,15,85701776
2,128,4,1,3,3,20,0,15,114271656
2,128,4,1,3,4,20,0,15,142841536
2,128,4,2,1,1,47,13,16,57152864
2,128,4,2,1,2,47,4,16,85735848
2,128,4,2,1,3,47,0,16,114318832
2,128,4,2,1,4,47,0,16,142908376
2,128,4,2,2,1,47,38,31,57165976
2,128,4,2,2,2,47,29,62,85760760
2,128,4,2,2,3,47,23,77,114355544
2,128,4,2,2,4,47,19,108,142955576
2,128,4,2,3,1,47,49,47,57176464
2,128,4,2,3,2,47,49,94,85780424
2,128,4,2,3,3,47,44,140,114384384
2,128,4,2,3,4,47,40,187,142992280
2,128,4,3,1,1,72,55,32,57218408
2,128,4,3,1,2,72,43,63,85828920
2,128,4,3,1,3,72,35,79,114443368
2,128,4,3,1,4,72,29,94,143057816
2,128,4,3,2,1,72,100,62,57223656
2,128,4,3,2,2,72,141,140,85839416
2,128,4,3,2,3,72,197,281,114453864
2,128,4,3,2,4,72,273,484,171682672
2,128,4,3,3,1,72,136,78,57214480
2,128,4,3,3,2,72,252,266,85821064
2,128,4,3,3,3,72,459,609,143034144
2,128,4,3,3,4,72,831,1303,257460232
2,256,1,1,1,1,1,0,0,57160736
2,256,1,1,1,2,1,0,0,85742416
2,256,1,1,1,3,1,0,0,114324096
2,256,1,1,1,4,1,0,0,142908392
2,256,1,1,2,1,1,0,0,57164664
2,256,1,1,2,2,1,0,0,85751584
2,256,1,1,2,3,1,0,0,114338504
2,256,1,1,2,4,1,0,0,142929360
2,256,1,1,3,1,1,0,0,57171224
2,256,1,1,3,2,1,0,0,85766008
2,256,1,1,3,3,1,0,0,114360792
2,256,1,1,3,4,1,0,0,142960824
2,256,1,2,1,1,1,0,0,57202680
2,256,1,2,1,2,1,0,0,85805328
2,256,1,2,1,3,1,0,0,114411912
2,256,1,2,1,4,1,0,0,143018496
2,256,1,2,2,1,1,0,0,57209232
2,256,1,2,2,2,1,0,0,85818432
2,256,1,2,2,3,1,0,0,114430256
2,256,1,2,2,4,1,0,0,143042080
2,256,1,2,3,1,1,0,0,57214480
2,256,1,2,3,2,1,0,0,85828928
2,256,1,2,3,3,1,0,0,114446000
2,256,1,2,3,4,1,0,0,143063072
2,256,1,3,1,1,1,0,0,57236768
2,256,1,3,1,2,1,0,0,85856464
2,256,1,3,1,3,1,0,0,114476160
2,256,1,3,1,4,1,0,0,143097160
2,256,1,3,2,1,1,0,0,57239384
2,256,1,3,2,2,1,0,0,85861696
2,256,1,3,2,3,1,0,0,114484008
2,256,1,3,2,4,1,0,0,143106320
2,256,1,3,3,1,1,0,0,57240696
2,256,1,3,3,2,1,0,0,85865632
2,256,1,3,3,3,1,0,0,114490568
2,256,1,3,3,4,1,0,0,143115504
2,256,2,1,1,1,70,0,31,57249872
2,256,2,1,1,2,70,0,31,85874808
2,256,2,1,1,3,70,0,31,114499744
2,256,2,1,1,4,70,0,31,143124680
2,256,2,1,2,1,70,40,63,57249872
2,256,2,1,2,2,70,23,109,85874808
2,256,2,1,2,3,70,11,125,114499744
2,256,2,1,2,4,70,5,141,143124680
2,256,2,1,3,1,70,53,78,57249872
2,256,2,1,3,2,70,41,156,85874808
2,256,2,1,3,3,70,32,203,114497120
2,256,2,1,3,4,70,24,250,143119432
2,256,2,2,1,1,140,139,110,57244624
2,256,2,2,1,2,140,138,234,85864320
2,256,2,2,1,3,140,137,359,114484016
2,256,2,2,1,4,140,136,484,143095840
2,256,2,2,2,1,140,212,218,85845896
2,256,2,2,2,2,140,319,577,143058976
2,256,2,2,2,3,140,478,1139,257485072
2,256,2,2,2,4,140,707,2013,400443248
2,256,2,2,3,1,140,288,312,85803952
2,256,2,2,3,2,140,595,1045,200104208
2,256,2,2,3,3,140,1228,2659,457279640
2,256,2,2,3,4,140,2531,6153,999952712
2,256,2,3,1,1,140,139,110,57058488
2,256,2,3,1,2,140,138,235,85562824
2,256,2,3,1,3,140,137,375,114075024
2,256,2,3,1,4,140,136,500,142587224
2,256,2,3,2,1,140,212,219,85602080
2,256,2,3,2,2,140,319,578,142649992
2,256,2,3,2,3,140,478,1139,256787688
2,256,2,3,2,4,140,707,2031,427994208
2,256,2,3,3,1,140,288,312,85609944
2,256,2,3,3,2,140,595,1045,199721416
2,256,2,3,3,3,140,1228,2654,456531136
2,256,2,3,3,4,140,2531,6132,998684952
2,256,3,1,1,1,54,0,15,56961488
2,256,3,1,1,2,54,0,15,85443544
2,256,3,1,1,3,54,0,15,113925600
2,256,3,1,1,4,54,0,15,142414208
2,256,3,1,2,1,54,19,31,56969352
2,256,3,1,2,2,54,8,46,85468448
2,256,3,1,2,3,54,1,62,113967544
2,256,3,1,2,4,54,0,77,142477128
2,256,3,1,3,1,54,28,63,56990328
2,256,3,1,3,2,54,14,94,85510392
2,256,3,1,3,3,54,7,110,114030456
2,256,3,1,3,4,54,4,125,142563632
2,256,3,2,1,1,122,73,78,57076840
2,256,3,2,1,2,122,48,141,85620504
2,256,3,2,1,3,122,31,188,114174656
2,256,3,2,1,4,122,22,219,142728808
2,256,3,2,2,1,122,147,159,57097816
2,256,3,2,2,2,122,178,378,114227008
2,256,3,2,2,3,122,217,659,171374560
2,256,3,2,2,4,122,268,1049,257095856
2,256,3,2,3,1,122,204,250,85672848
2,256,3,2,3,2,122,339,702,171382336
2,256,3,2,3,3,122,571,1529,314257640
2,256,3,2,3,4,122,976,3026,571433056
2,256,3,3,1,1,170,169,171,57092576
2,256,3,3,1,2,170,168,342,114195552
2,256,3,3,1,3,170,167,516,171298520
2,256,3,3,1,4,170,166,719,228419840
2,256,3,3,2,1,170,286,327,85667608
2,256,3,3,2,2,170,481,920,199920712
2,256,3,3,2,3,170,807,1952,371343376
2,256,3,3,2,4,170,1353,3753,656884184
2,256,3,3,3,1,170,400,483,114208608
2,256,3,3,3,2,170,933,1700,313921968
2,256,3,3,3,3,170,2184,4667,770409528
2,256,3,3,3,4,170,5129,11817,1853581048
2,256,4,1,1,1,40,0,16,56910424
2,256,4,1,1,2,40,0,16,85321072
2,256,4,1,1,3,40,0,16,113736960
2,256,4,1,1,4,40,0,16,142152848
2,256,4,1,2,1,40,2,16,56930088
2,256,4,1,2,2,40,0,16,85360400
2,256,4,1,2,3,40,0,16,113806440
2,256,4,1,2,4,40,0,16,142252480
2,256,4,1,3,1,40,12,31,56961544
2,256,4,1,3,2,40,2,31,85423312
2,256,4,1,3,3,40,0,31,113903432
2,256,4,1,3,4,40,0,31,142383552
2,256,4,2,1,1,104,40,63,56991696
2,256,4,2,1,2,104,11,79,85503272
2,256,4,2,1,3,104,2,79,114014848
2,256,4,2,1,4,104,0,79,142542152
2,256,4,2,2,1,104,84,109,57023152
2,256,4,2,2,2,104,66,218,85563560
2,256,4,2,2,3,104,52,311,114103968
2,256,4,2,2,4,104,41,373,142656176
2,256,4,2,3,1,104,127,172,57048056
2,256,4,2,3,2,104,150,406,114178608
2,256,4,2,3,3,104,168,687,171309160
2,256,4,2,3,4,104,179,1015,228452816
2,256,4,3,1,1,158,125,140,57146368
2,256,4,3,1,2,158,96,249,85720864
2,256,4,3,1,3,158,73,358,114303224
2,256,4,3,1,4,158,57,436,142885584
2,256,4,3,2,1,158,221,280,85747008
2,256,4,3,2,2,158,305,686,171509632
2,256,4,3,2,3,158,427,1295,285865056
2,256,4,3,2,4,158,602,2153,428809280
2,256,4,3,3,1,158,317,405,114275528
2,256,4,3,3,2,158,635,1294,257114872
2,256,4,3,3,3,158,1269,3137,542793528
2,256,4,3,3,4,158,2516,6865,1114150672
2,512,1,1,1,1,1,0,15,56994320
2,512,1,1,1,2,1,0,15,85495408
2,512,1,1,1,3,1,0,15,113996496
2,512,1,1,1,4,1,0,15,142502832
2,512,1,1,2,1,1,0,15,57003496
2,512,1,1,2,2,1,0,15,85519000
2,512,1,1,2,3,1,0,15,114034504
2,512,1,1,2,4,1,0,15,142560496
2,512,1,1,3,1,1,0,15,57023152
2,512,1,1,3,2,1,0,15,85559632
2,512,1,1,3,3,1,0,15,114096112
2,512,1,1,3,4,1,0,15,142641768
2,512,1,2,1,1,1,0,0,57100488
2,512,1,2,1,2,1,0,0,85655320
2,512,1,2,1,3,1,0,0,114219328
2,512,1,2,1,4,1,0,0,142783336
2,512,1,2,2,1,1,0,0,57117528
2,512,1,2,2,2,1,0,0,85689400
2,512,1,2,2,3,1,0,0,114269136
2,512,1,2,2,4,1,0,0,142848872
2,512,1,2,3,1,1,0,0,57130632
2,512,1,2,3,2,1,0,0,85715608
2,512,1,2,3,3,1,0,0,114308448
2,512,1,2,3,4,1,0,0,142901288
2,512,1,3,1,1,1,0,0,57196176
2,512,1,3,1,2,1,0,0,85798192
2,512,1,3,1,3,1,0,0,114400208
2,512,1,3,1,4,1,0,0,143006160
2,512,1,3,2,1,1,0,0,57204040
2,512,1,3,2,2,1,0,0,85812608
2,512,1,3,2,3,1,0,0,114421176
2,512,1,3,2,4,1,0,16,143033680
2,512,1,3,3,1,1,0,0,57210592
2,512,1,3,3,2,1,0,0,85825720
2,512,1,3,3,3,1,0,0,114440848
2,512,1,3,3,4,1,0,0,143057280
2,512,2,1,1,1,122,0,78,57234176
2,512,2,1,1,2,122,0,78,85851920
2,512,2,1,1,3,122,0,78,114470976
2,512,2,1,1,4,122,0,78,143090032
2,512,2,1,2,1,122,58,156,57236800
2,512,2,1,2,2,122,31,234,85857168
2,512,2,1,2,3,122,14,281,114477536
2,512,2,1,2,4,122,6,296,143097904
2,512,2,1,3,1,122,91,250,85857080
2,512,2,1,3,2,122,70,437,143097728
2,512,2,1,3,3,122,53,593,171715472
2,512,2,1,3,4,122,40,718,200333216
